name,category,count,codes
中小300,0,300,"['002001', '002003', '002004', '002006', '002007', '002008', '002010', '002011', '002015', '002017', '002019', '002020', '002025', '002027', '002028', '002032', '002036', '002043', '002044', '002046', '002048', '002049', '002050', '002051', '002053', '002056', '002060', '002061', '002063', '002064', '002065', '002074', '002075', '002077', '002078', '002080', '002081', '002085', '002091', '002096', '002100', '002104', '002120', '002126', '002128', '002129', '002130', '002131', '002138', '002139', '002142', '002145', '002151', '002152', '002153', '002155', '002156', '002157', '002158', '002171', '002174', '002176', '002179', '002180', '002182', '002183', '002185', '002192', '002195', '002202', '002203', '002204', '002212', '002215', '002221', '002222', '002223', '002226', '002230', '002233', '002236', '002237', '002239', '002240', '002241', '002243', '002244', '002245', '002249', '002250', '002252', '002254', '002258', '002261', '002262', '002265', '002266', '002268', '002270', '002271', '002273', '002276', '002281', '002290', '002292', '002294', '002299', '002304', '002311', '002312', '002315', '002317', '002318', '002320', '002324', '002332', '002335', '002338', '002340', '002345', '002351', '002352', '002353', '002364', '002368', '002371', '002372', '002373', '002378', '002384', '002385', '002389', '002396', '002400', '002402', '002405', '002407', '002408', '002409', '002410', '002414', '002415', '002416', '002422', '002423', '002428', '002429', '002430', '002432', '002434', '002436', '002439', '002444', '002456', '002458', '002459', '002460', '002461', '002463', '002465', '002466', '002468', '002472', '002475', '002484', '002487', '002488', '002493', '002497', '002498', '002500', '002506', '002507', '002508', '002511', '002517', '002518', '002531', '002532', '002534', '002536', '002539', '002541', '002544', '002545', '002549', '002555', '002557', '002558', '002563', '002568', '002572', '002583', '002594', '002595', '002597', '002600', '002601', '002602', '002603', '002605', '002607', '002608', '002611', '002617', '002624', '002625', '002626', '002635', '002636', '002639', '002643', '002648', '002651', '002653', '002654', '002668', '002670', '002673', '002675', '002681', '002683', '002690', '002698', '002701', '002705', '002706', '002709', '002714', '002716', '002736', '002738', '002739', '002745', '002747', '002755', '002756', '002761', '002768', '002773', '002779', '002797', '002807', '002812', '002815', '002821', '002831', '002832', '002837', '002839', '002840', '002841', '002847', '002850', '002851', '002859', '002867', '002881', '002882', '002891', '002892', '002895', '002896', '002901', '002906', '002911', '002913', '002916', '002920', '002922', '002925', '002926', '002928', '002929', '002936', '002938', '002939', '002941', '002945', '002946', '002947', '002948', '002958', '002960', '002966', '002967', '002969', '002978', '002979', '002984', '002985', '002987', '002993', '003006', '003010', '003021', '003022', '003031', '003035', '003816']"
深证100,0,100,"['000001', '000002', '000063', '000100', '000157', '000166', '000301', '000333', '000338', '000408', '000425', '000538', '000568', '000596', '000617', '000625', '000630', '000651', '000657', '000708', '000725', '000768', '000776', '000792', '000807', '000858', '000895', '000938', '000963', '000975', '000977', '000988', '000999', '001280', '001289', '001391', '001872', '001965', '001979', '002001', '002027', '002028', '002049', '002050', '002142', '002179', '002230', '002236', '002241', '002304', '002311', '002352', '002353', '002371', '002384', '002415', '002422', '002460', '002463', '002466', '002475', '002493', '002594', '002600', '002601', '002602', '002625', '002648', '002709', '002714', '002736', '002837', '002916', '002920', '002938', '003816', '300014', '300015', '300033', '300059', '300124', '300274', '300308', '300394', '300408', '300418', '300433', '300442', '300476', '300498', '300502', '300750', '300760', '300765', '300866', '300979', '300999', '301269', '301308', '302132']"
深证300,0,300,"['000001', '000002', '000009', '000021', '000027', '000032', '000034', '000050', '000063', '000066', '000100', '000155', '000157', '000166', '000301', '000333', '000338', '000400', '000408', '000423', '000425', '000426', '000519', '000528', '000538', '000539', '000559', '000568', '000596', '000617', '000623', '000625', '000629', '000630', '000651', '000657', '000661', '000683', '000703', '000708', '000709', '000723', '000725', '000728', '000729', '000733', '000738', '000750', '000768', '000776', '000783', '000786', '000792', '000800', '000807', '000825', '000830', '000831', '000858', '000876', '000877', '000878', '000883', '000887', '000893', '000895', '000921', '000932', '000933', '000938', '000958', '000959', '000960', '000963', '000975', '000977', '000983', '000987', '000988', '000997', '000999', '001203', '001280', '001286', '001289', '001309', '001389', '001391', '001696', '001872', '001965', '001979', '002001', '002007', '002008', '002025', '002027', '002028', '002032', '002044', '002049', '002050', '002056', '002064', '002065', '002074', '002078', '002080', '002085', '002128', '002129', '002130', '002131', '002138', '002142', '002152', '002153', '002155', '002156', '002157', '002179', '002180', '002185', '002195', '002202', '002203', '002223', '002230', '002236', '002241', '002244', '002252', '002261', '002262', '002265', '002266', '002271', '002273', '002281', '002294', '002299', '002304', '002311', '002312', '002318', '002340', '002352', '002353', '002371', '002384', '002405', '002407', '002409', '002414', '002415', '002422', '002423', '002429', '002430', '002436', '002444', '002456', '002459', '002460', '002463', '002465', '002466', '002472', '002475', '002487', '002493', '002517', '002532', '002555', '002558', '002594', '002595', '002600', '002601', '002602', '002603', '002608', '002624', '002625', '002648', '002653', '002670', '002673', '002683', '002709', '002714', '002736', '002738', '002739', '002756', '002773', '002797', '002812', '002821', '002831', '002837', '002841', '002850', '002851', '002916', '002920', '002926', '002938', '002939', '002945', '002966', '003022', '003031', '003816', '300001', '300003', '300012', '300014', '300015', '300017', '300024', '300033', '300037', '300054', '300058', '300059', '300073', '300115', '300122', '300124', '300136', '300207', '300223', '300251', '300255', '300274', '300285', '300308', '300316', '300339', '300347', '300373', '300383', '300390', '300394', '300395', '300408', '300413', '300418', '300433', '300442', '300450', '300454', '300458', '300474', '300475', '300476', '300487', '300496', '300498', '300502', '300548', '300604', '300620', '300628', '300661', '300699', '300724', '300748', '300750', '300751', '300757', '300759', '300760', '300763', '300765', '300782', '300803', '300832', '300857', '300866', '300896', '300919', '300972', '300979', '300999', '301165', '301200', '301236', '301269', '301301', '301308', '301358', '301377', '301498', '301526', '301536', '301611', '301656', '302132']"
深证成长,0,100,"['000032', '000100', '000166', '000423', '000426', '000568', '000596', '000729', '000807', '000893', '000921', '000975', '000977', '000997', '000999', '001286', '001309', '001389', '002001', '002028', '002032', '002050', '002056', '002074', '002130', '002138', '002155', '002156', '002179', '002273', '002311', '002318', '002340', '002352', '002353', '002371', '002409', '002444', '002463', '002472', '002475', '002487', '002517', '002594', '002595', '002602', '002608', '002625', '002648', '002683', '002714', '002773', '002837', '002850', '002916', '002920', '300001', '300014', '300015', '300033', '300054', '300115', '300124', '300251', '300274', '300308', '300373', '300394', '300442', '300450', '300458', '300475', '300476', '300487', '300498', '300502', '300548', '300604', '300620', '300628', '300661', '300724', '300750', '300751', '300759', '300760', '300803', '300832', '300857', '300866', '300896', '300919', '300972', '300979', '301200', '301301', '301377', '301498', '301611', '301656']"
深证红利,0,40,"['000157', '000333', '000338', '000423', '000425', '000559', '000568', '000625', '000630', '000651', '000708', '000786', '000807', '000858', '000895', '000933', '000975', '000999', '001965', '002001', '002027', '002080', '002128', '002223', '002236', '002352', '002415', '002422', '002430', '002532', '002714', '002738', '002938', '300017', '300390', '300433', '300628', '300750', '300760', '300979']"
深证治理,0,40,"['000063', '000333', '000338', '000538', '000568', '000651', '000708', '000786', '000807', '000848', '000858', '000895', '000921', '000932', '000963', '002001', '002043', '002050', '002179', '002236', '002304', '002371', '002372', '002415', '002463', '002475', '002595', '002601', '002709', '002925', '300015', '300124', '300274', '300316', '300394', '300408', '300750', '300760', '300866', '300896']"
深证价值,0,100,"['000001', '000027', '000063', '000100', '000157', '000166', '000333', '000338', '000400', '000408', '000423', '000425', '000528', '000538', '000539', '000568', '000596', '000623', '000625', '000630', '000651', '000683', '000703', '000708', '000709', '000725', '000728', '000729', '000750', '000776', '000783', '000786', '000807', '000830', '000877', '000883', '000887', '000895', '000921', '000932', '000933', '000958', '000959', '000960', '000983', '000987', '000999', '001286', '001289', '001872', '001965', '001979', '002001', '002007', '002027', '002032', '002056', '002064', '002078', '002080', '002128', '002142', '002152', '002202', '002236', '002244', '002266', '002271', '002299', '002304', '002318', '002352', '002353', '002415', '002422', '002423', '002429', '002444', '002493', '002532', '002555', '002594', '002601', '002603', '002608', '002648', '002673', '002714', '002756', '002831', '002926', '002939', '002966', '003816', '300433', '300498', '300628', '300724', '300919', '300979']"
深次新股,0,100,"['001220', '001221', '001233', '001257', '001277', '001279', '001280', '001285', '001312', '001325', '001335', '001356', '001359', '001369', '001382', '001386', '001388', '001389', '001390', '001391', '001395', '001396', '001400', '300784', '301173', '301275', '301392', '301449', '301458', '301479', '301491', '301501', '301502', '301513', '301522', '301531', '301535', '301536', '301538', '301539', '301551', '301552', '301556', '301557', '301560', '301563', '301565', '301571', '301575', '301580', '301581', '301584', '301585', '301586', '301587', '301588', '301589', '301590', '301591', '301592', '301595', '301596', '301598', '301599', '301600', '301601', '301602', '301603', '301606', '301607', '301608', '301609', '301611', '301613', '301616', '301617', '301618', '301622', '301626', '301628', '301629', '301630', '301631', '301632', '301633', '301636', '301638', '301656', '301658', '301662', '301665', '301666', '301667', '301668', '301678', '301680', '301682', '301683', '301687', '301696']"
深证创新,0,100,"['000063', '000157', '000513', '000625', '000682', '000938', '000963', '000988', '000997', '001283', '002001', '002008', '002028', '002049', '002050', '002063', '002074', '002138', '002139', '002152', '002179', '002204', '002230', '002236', '002262', '002273', '002281', '002294', '002315', '002371', '002396', '002402', '002414', '002415', '002463', '002594', '002595', '002600', '002602', '002624', '002625', '002653', '002773', '002837', '002841', '002851', '002901', '002916', '002920', '002938', '002967', '002970', '002975', '300012', '300014', '300033', '300054', '300113', '300115', '300119', '300124', '300206', '300308', '300373', '300408', '300450', '300458', '300496', '300573', '300604', '300620', '300627', '300628', '300633', '300634', '300638', '300661', '300666', '300693', '300711', '300750', '300751', '300760', '300768', '300776', '300797', '300832', '300866', '301031', '301095', '301162', '301165', '301200', '301269', '301308', '301536', '301589', '301607', '301656', '302132']"
消费100,0,100,"['000063', '000100', '000333', '000538', '000568', '000625', '000725', '000858', '000895', '000938', '000963', '000977', '000988', '001309', '002027', '002049', '002050', '002156', '002179', '002230', '002236', '002241', '002281', '002304', '002311', '002352', '002371', '002384', '002415', '002463', '002475', '002558', '002594', '002600', '002714', '002920', '002938', '300015', '300033', '300308', '300394', '300408', '300433', '300442', '300475', '300476', '300498', '300502', '300604', '300760', '300803', '300857', '300866', '300979', '300999', '301165', '301308', '600050', '600066', '600183', '600233', '600276', '600487', '600522', '600584', '600660', '600690', '600703', '600887', '601127', '601138', '601231', '601360', '601633', '601689', '601869', '603019', '603195', '603228', '603259', '603288', '603501', '603893', '603986', '605499', '688008', '688012', '688036', '688041', '688072', '688082', '688111', '688183', '688256', '688271', '688498', '688506', '688521', '688525', '688981']"
资源优势,0,100,"['000060', '000426', '000552', '000603', '000629', '000630', '000657', '000723', '000758', '000762', '000807', '000878', '000923', '000930', '000933', '000937', '000958', '000960', '000969', '000983', '001286', '002128', '002145', '002155', '002171', '002182', '002203', '002221', '002237', '002340', '002378', '002428', '002460', '002466', '002716', '002738', '300618', '300861', '301551', '600010', '600028', '600111', '600123', '600157', '600188', '600219', '600259', '600292', '600295', '600331', '600338', '600348', '600362', '600456', '600459', '600489', '600497', '600500', '600546', '600547', '600549', '600583', '600595', '600649', '600688', '600711', '600740', '600803', '600871', '600888', '600930', '600938', '600941', '600961', '600988', '601001', '601020', '601021', '601088', '601168', '601212', '601225', '601600', '601609', '601666', '601699', '601702', '601728', '601808', '601857', '601898', '601899', '601918', '601958', '601969', '603505', '603688', '603979', '603993', '688303']"
国证2000,0,0,[]
国证成长,0,332,"['000032', '000034', '000039', '000100', '000166', '000426', '000543', '000568', '000686', '000737', '000786', '000830', '000921', '000933', '000951', '000966', '000975', '000997', '000999', '001286', '001309', '001389', '002001', '002028', '002032', '002050', '002056', '002074', '002126', '002155', '002156', '002244', '002249', '002252', '002266', '002270', '002273', '002311', '002312', '002318', '002320', '002340', '002352', '002353', '002371', '002402', '002409', '002429', '002463', '002466', '002468', '002472', '002475', '002484', '002497', '002517', '002518', '002594', '002595', '002602', '002607', '002625', '002648', '002683', '002690', '002714', '002716', '002738', '002773', '002831', '002837', '002850', '002901', '002906', '002916', '002920', '002984', '003031', '300001', '300002', '300009', '300014', '300015', '300033', '300054', '300100', '300102', '300124', '300144', '300251', '300274', '300308', '300316', '300346', '300373', '300394', '300432', '300442', '300457', '300458', '300475', '300476', '300487', '300502', '300548', '300568', '300570', '300573', '300601', '300604', '300620', '300623', '300627', '300628', '300661', '300666', '300679', '300724', '300748', '300750', '300760', '300761', '300763', '300773', '300775', '300776', '300777', '300779', '300832', '300857', '300866', '300870', '300896', '300919', '300953', '300972', '301029', '301035', '301200', '301275', '301301', '301358', '301498', '301589', '301606', '301611', '301656', '600004', '600009', '600011', '600021', '600023', '600026', '600027', '600029', '600032', '600039', '600066', '600096', '600098', '600132', '600150', '600160', '600166', '600171', '600183', '600221', '600233', '600256', '600258', '600299', '600301', '600312', '600329', '600346', '600361', '600369', '600415', '600456', '600460', '600499', '600519', '600522', '600535', '600547', '600549', '600563', '600578', '600583', '600660', '600675', '600685', '600699', '600737', '600754', '600760', '600795', '600803', '600809', '600816', '600863', '600867', '600886', '600933', '600968', '600988', '600989', '601021', '601058', '601111', '601127', '601138', '601168', '601198', '601233', '601236', '601319', '601336', '601567', '601600', '601628', '601633', '601689', '601702', '601717', '601799', '601808', '601816', '601899', '601918', '601958', '601966', '601991', '603025', '603087', '603119', '603129', '603160', '603179', '603195', '603225', '603236', '603256', '603259', '603268', '603290', '603305', '603338', '603341', '603345', '603369', '603379', '603444', '603456', '603501', '603556', '603565', '603568', '603596', '603605', '603613', '603659', '603688', '603699', '603707', '603737', '603766', '603786', '603871', '603885', '603893', '603920', '603929', '603979', '603993', '605090', '605111', '605117', '605499', '688002', '688008', '688012', '688018', '688019', '688036', '688037', '688041', '688072', '688082', '688099', '688100', '688111', '688120', '688122', '688147', '688169', '688183', '688188', '688200', '688213', '688223', '688234', '688235', '688248', '688249', '688256', '688278', '688281', '688295', '688301', '688313', '688322', '688331', '688336', '688361', '688411', '688472', '688498', '688506', '688578', '688582', '688608', '688615', '688617', '688629', '688676', '688692', '688766', '688777', '688778', '689009', '920982']"
国证价值,0,332,"['000001', '000027', '000039', '000060', '000088', '000157', '000333', '000338', '000415', '000423', '000429', '000513', '000528', '000537', '000538', '000539', '000543', '000563', '000568', '000581', '000582', '000591', '000596', '000598', '000623', '000630', '000651', '000683', '000686', '000703', '000708', '000709', '000728', '000729', '000739', '000776', '000778', '000783', '000786', '000830', '000875', '000877', '000883', '000887', '000895', '000902', '000921', '000932', '000933', '000937', '000951', '000958', '000959', '000966', '000967', '000983', '000987', '000999', '001286', '001872', '001965', '002001', '002007', '002010', '002015', '002027', '002032', '002056', '002064', '002078', '002120', '002128', '002142', '002202', '002236', '002249', '002271', '002299', '002318', '002372', '002422', '002423', '002429', '002432', '002444', '002468', '002500', '002508', '002532', '002555', '002601', '002603', '002608', '002648', '002673', '002690', '002773', '002831', '002926', '002939', '002958', '002966', '002978', '002984', '300146', '300628', '300724', '300761', '300979', '600000', '600004', '600008', '600011', '600015', '600016', '600018', '600019', '600021', '600022', '600023', '600026', '600027', '600028', '600036', '600039', '600050', '600057', '600060', '600061', '600062', '600066', '600096', '600098', '600109', '600120', '600141', '600153', '600157', '600170', '600176', '600177', '600188', '600196', '600208', '600219', '600233', '600236', '600256', '600258', '600282', '600295', '600323', '600329', '600332', '600339', '600348', '600350', '600352', '600361', '600377', '600380', '600390', '600398', '600426', '600482', '600483', '600499', '600511', '600517', '600522', '600528', '600535', '600546', '600566', '600578', '600582', '600583', '600585', '600595', '600600', '600621', '600623', '600637', '600642', '600663', '600690', '600704', '600707', '600711', '600720', '600737', '600739', '600741', '600754', '600761', '600795', '600801', '600803', '600820', '600859', '600863', '600867', '600873', '600875', '600886', '600887', '600901', '600906', '600909', '600916', '600919', '600926', '600928', '600938', '600941', '600956', '600968', '600970', '600985', '600995', '600998', '601000', '601001', '601006', '601009', '601016', '601018', '601019', '601058', '601077', '601088', '601098', '601117', '601128', '601139', '601155', '601156', '601166', '601168', '601169', '601186', '601187', '601216', '601225', '601228', '601229', '601231', '601233', '601288', '601298', '601318', '601319', '601328', '601333', '601336', '601377', '601390', '601398', '601555', '601567', '601577', '601598', '601600', '601601', '601607', '601618', '601628', '601636', '601658', '601665', '601666', '601668', '601669', '601677', '601688', '601699', '601717', '601728', '601766', '601800', '601808', '601818', '601825', '601838', '601857', '601866', '601877', '601880', '601898', '601901', '601916', '601918', '601919', '601921', '601928', '601939', '601958', '601966', '601988', '601991', '601997', '601998', '603049', '603156', '603195', '603225', '603233', '603298', '603345', '603369', '603444', '603456', '603529', '603565', '603568', '603589', '603699', '603733', '603766', '603816', '603833', '603871', '603899', '605090', '605117', '688009', '688187', '688235', '688347', '688425', '688819', '689009']"
国证服务,0,100,"['000027', '000088', '000089', '000099', '000156', '000429', '000539', '000543', '000582', '000591', '000598', '000685', '000791', '000875', '000883', '000958', '000966', '001213', '001286', '001289', '001965', '002015', '002245', '002320', '002607', '003816', '300015', '300070', '300251', '301551', '600004', '600008', '600009', '600011', '600012', '600018', '600021', '600025', '600026', '600027', '600029', '600050', '600057', '600098', '600115', '600116', '600131', '600179', '600221', '600236', '600292', '600323', '600350', '600373', '600377', '600483', '600578', '600637', '600642', '600674', '600704', '600717', '600726', '600763', '600795', '600803', '600863', '600886', '600900', '600930', '600941', '600995', '601000', '601006', '601016', '601018', '601098', '601111', '601139', '601228', '601298', '601326', '601333', '601598', '601728', '601816', '601858', '601866', '601872', '601880', '601919', '601921', '601928', '601949', '601985', '601991', '603298', '603565', '603882', '603885']"
国证红利,0,50,"['000001', '000333', '000338', '000651', '000858', '000895', '002304', '002415', '300760', '600000', '600015', '600016', '600019', '600028', '600030', '600036', '600048', '600188', '600519', '600585', '600887', '600900', '600919', '600938', '601006', '601009', '601088', '601138', '601166', '601169', '601186', '601225', '601288', '601318', '601328', '601390', '601398', '601601', '601658', '601668', '601728', '601766', '601800', '601818', '601857', '601899', '601919', '601939', '601988', '601998']"
国证治理,0,50,"['000333', '000568', '000651', '000807', '000858', '002050', '002371', '002415', '002475', '002517', '002594', '300015', '300124', '300274', '300394', '300628', '300750', '300760', '300866', '300896', '600066', '600188', '600298', '600309', '600426', '600519', '600660', '600690', '600803', '600845', '600887', '600900', '600938', '600941', '601088', '601138', '601225', '601288', '601318', '601328', '601398', '601600', '601601', '601857', '601899', '601919', '601939', '603259', '605117', '688617']"
国证基建,0,50,"['000883', '000958', '001286', '001289', '001872', '001965', '002128', '003816', '300015', '301165', '600009', '600011', '600018', '600023', '600025', '600027', '600039', '600050', '600236', '600256', '600350', '600377', '600642', '600674', '600795', '600803', '600886', '600900', '600905', '600930', '600941', '600995', '601006', '601018', '601117', '601186', '601298', '601390', '601611', '601618', '601668', '601669', '601728', '601800', '601808', '601816', '601868', '601985', '601991', '688375']"
国证农业,0,49,"['000061', '000408', '000422', '000713', '000792', '000876', '000893', '000902', '000930', '000998', '002004', '002041', '002215', '002258', '002311', '002312', '002385', '002507', '002539', '002545', '002772', '002895', '300189', '300511', '300970', '300999', '301035', '301665', '600057', '600096', '600108', '600113', '600141', '600313', '600354', '600359', '600371', '600486', '600596', '600598', '600737', '600873', '601952', '603077', '603336', '603345', '603599', '920087', '920403']"
能源金属,0,50,"['000408', '000762', '000792', '000795', '000831', '000969', '000970', '002056', '002057', '002176', '002192', '002240', '002340', '002460', '002466', '002497', '002738', '002756', '300066', '300127', '300224', '300390', '300487', '300587', '300618', '300748', '300811', '300835', '301141', '301219', '301323', '600010', '600111', '600206', '600259', '600330', '600366', '600392', '600490', '600549', '600711', '600980', '603072', '603799', '603993', '605376', '688077', '688190', '688708', '688786']"
国证芯片,0,30,"['001309', '002049', '002156', '002371', '300223', '300316', '300604', '301269', '600460', '600584', '600703', '603501', '603893', '603986', '688008', '688012', '688041', '688047', '688072', '688082', '688120', '688126', '688249', '688256', '688396', '688498', '688521', '688525', '688702', '688981']"
国证算力,0,50,"['000034', '000063', '000066', '000938', '000977', '000988', '001309', '002130', '002261', '002281', '002335', '002463', '002518', '002837', '002938', '300017', '300223', '300308', '300383', '300394', '300442', '300474', '300476', '300502', '300857', '301165', '301236', '301308', '600050', '600183', '600498', '600522', '600941', '601138', '601728', '601869', '603019', '603228', '603986', '688008', '688041', '688047', '688110', '688183', '688256', '688385', '688498', '688521', '688525', '688702']"
民企100,0,100,"['000063', '000333', '000963', '001203', '001221', '002001', '002007', '002008', '002028', '002050', '002223', '002241', '002266', '002294', '002353', '002384', '002414', '002422', '002475', '002532', '002558', '002594', '002595', '002600', '002603', '002624', '002625', '002648', '002831', '002837', '002938', '300012', '300014', '300033', '300048', '300059', '300122', '300124', '300274', '300308', '300347', '300394', '300395', '300416', '300418', '300433', '300442', '300454', '300502', '300628', '300726', '300750', '300759', '300832', '300888', '300938', '301061', '301308', '301382', '600031', '600066', '600089', '600105', '600143', '600196', '600276', '600487', '600521', '600522', '600588', '600660', '600699', '600989', '601100', '601138', '601360', '601633', '601689', '603049', '603087', '603195', '603236', '603288', '603296', '603298', '603444', '603486', '603658', '603799', '688111', '688169', '688180', '688271', '688278', '688281', '688331', '688363', '688506', '688708', '688777']"
在线消费,0,50,"['000676', '000810', '000917', '002065', '002174', '002183', '002230', '002241', '002261', '002315', '002467', '002517', '002555', '002558', '002602', '002605', '002607', '002624', '002777', '002841', '300002', '300017', '300058', '300113', '300144', '300168', '300182', '300251', '300253', '300315', '300364', '300413', '300418', '300451', '300459', '300770', '300783', '300866', '300888', '301262', '301606', '600373', '600556', '600633', '600637', '600640', '600718', '603444', '603533', '603613']"
新硬件,0,100,"['000021', '000100', '000333', '000969', '000977', '000988', '000997', '001696', '002006', '002008', '002049', '002139', '002185', '002222', '002230', '002236', '002241', '002273', '002402', '002405', '002414', '002415', '002432', '002444', '002456', '002611', '002681', '002698', '002747', '002881', '002990', '300007', '300024', '300077', '300079', '300098', '300115', '300124', '300131', '300184', '300185', '300223', '300229', '300296', '300327', '300607', '300638', '300672', '300857', '301275', '301488', '301510', '301536', '301678', '600100', '600171', '600271', '600316', '600330', '600363', '600690', '600699', '600718', '600728', '600835', '600839', '601127', '601138', '601231', '601360', '601608', '601965', '603019', '603083', '603236', '603486', '603583', '603766', '603786', '688017', '688018', '688100', '688165', '688169', '688208', '688220', '688256', '688297', '688322', '688327', '688333', '688343', '688400', '688433', '688449', '688475', '688608', '688686', '688766', '689009']"
科技100,0,100,"['002007', '002008', '002025', '002028', '002032', '002049', '002050', '002056', '002064', '002065', '002080', '002130', '002138', '002156', '002179', '002185', '002202', '002222', '002223', '002230', '002236', '002241', '002262', '002273', '002281', '002312', '002335', '002340', '002371', '002407', '002409', '002410', '002414', '002415', '002460', '002463', '002466', '002594', '002600', '002625', '002812', '002821', '002851', '002916', '002920', '003022', '003031', '003035', '003816', '300001', '300002', '300003', '300014', '300017', '300024', '300033', '300037', '300054', '300059', '300115', '300124', '300136', '300142', '300207', '300274', '300316', '300346', '300390', '300394', '300395', '300408', '300433', '300442', '300450', '300502', '300558', '300567', '300604', '300628', '300672', '300735', '300750', '300757', '300763', '300776', '300782', '300832', '300896', '301165', '301200', '301217', '301236', '301269', '301308', '301358', '301526', '301536', '301611', '301656', '302132']"
银河99,0,99,"['000063', '000333', '000338', '000425', '000725', '000776', '000858', '000977', '000988', '002001', '002028', '002050', '002142', '002311', '002352', '002371', '002463', '002475', '002558', '002594', '002602', '002625', '002714', '002837', '300014', '300033', '300059', '300124', '300274', '300308', '300394', '300442', '300476', '300498', '300502', '300750', '300760', '600000', '600030', '600031', '600036', '600048', '600066', '600111', '600150', '600160', '600183', '600221', '600276', '600309', '600406', '600415', '600489', '600519', '600547', '600660', '600690', '600795', '600809', '600887', '600900', '600919', '600926', '600938', '600999', '601009', '601127', '601138', '601166', '601211', '601229', '601288', '601318', '601328', '601336', '601398', '601600', '601601', '601628', '601688', '601689', '601816', '601857', '601899', '601919', '601985', '601988', '603259', '603501', '603799', '603986', '603993', '605499', '688008', '688012', '688041', '688256', '688271', '688981']"
中创100,0,100,"['002001', '002027', '002028', '002049', '002050', '002064', '002074', '002078', '002080', '002128', '002142', '002156', '002179', '002202', '002230', '002236', '002241', '002252', '002281', '002294', '002304', '002311', '002340', '002352', '002353', '002371', '002384', '002414', '002415', '002422', '002460', '002463', '002466', '002475', '002493', '002532', '002555', '002558', '002594', '002595', '002600', '002601', '002602', '002625', '002648', '002653', '002709', '002714', '002736', '002837', '002916', '002920', '002938', '002945', '003816', '300014', '300015', '300033', '300059', '300122', '300124', '300207', '300223', '300251', '300274', '300308', '300316', '300394', '300408', '300413', '300418', '300433', '300442', '300450', '300475', '300476', '300498', '300502', '300604', '300628', '300661', '300750', '300759', '300760', '300765', '300782', '300803', '300832', '300857', '300866', '300896', '300919', '300979', '300999', '301165', '301236', '301269', '301308', '301377', '302132']"
央视50,0,50,"['000002', '000049', '000333', '000423', '000538', '000596', '000651', '000726', '000848', '000895', '002008', '002038', '002120', '002230', '002294', '002410', '002415', '300003', '300024', '300070', '300124', '300136', '300183', '300244', '600016', '600036', '600085', '600104', '600196', '600276', '600398', '600519', '600522', '600535', '600563', '600585', '600600', '600660', '600690', '600887', '601088', '601166', '601318', '601398', '601601', '601607', '601939', '601988', '603160', '603986']"
腾讯济安,0,100,"['000001', '000543', '000589', '000600', '000612', '000651', '000685', '000783', '000885', '001218', '001332', '001914', '002011', '002034', '002111', '002154', '002215', '002241', '002273', '002345', '002444', '002533', '002545', '002588', '002668', '002818', '002841', '002997', '300146', '300443', '300566', '300596', '300628', '300724', '300750', '300861', '300972', '300976', '301087', '301109', '301219', '301305', '600027', '600036', '600060', '600064', '600096', '600210', '600233', '600356', '600428', '600461', '600517', '600519', '600522', '600595', '600598', '600694', '600761', '600874', '600887', '600933', '600941', '601058', '601083', '601117', '601156', '601233', '601328', '601339', '601677', '601688', '601857', '601919', '601998', '603049', '603055', '603187', '603209', '603365', '603579', '603612', '603689', '603711', '603889', '603890', '603993', '603995', '605080', '605305', '688002', '688016', '688049', '688059', '688101', '688113', '688188', '688267', '688525', '688578']"
中华A80,0,80,"['000001', '000063', '000333', '000568', '000651', '000725', '000858', '002142', '002352', '002371', '002415', '002475', '002594', '002714', '003816', '300059', '300124', '300274', '300308', '300476', '300502', '300750', '300760', '300999', '302132', '600000', '600016', '600019', '600025', '600028', '600030', '600031', '600036', '600050', '600104', '600150', '600276', '600309', '600406', '600519', '600690', '600809', '600887', '600900', '600919', '600930', '601066', '601088', '601127', '601138', '601166', '601211', '601225', '601288', '601318', '601319', '601328', '601398', '601601', '601628', '601633', '601658', '601668', '601728', '601766', '601816', '601818', '601857', '601888', '601899', '601919', '601985', '601988', '601998', '603259', '603288', '603993', '688041', '688256', '688981']"
金融科技,0,59,"['000555', '000948', '000997', '002017', '002065', '002104', '002152', '002642', '002649', '002657', '002987', '003040', '300033', '300059', '300085', '300130', '300229', '300231', '300333', '300339', '300348', '300377', '300380', '300386', '300465', '300468', '300541', '300542', '300551', '300579', '300663', '300674', '300773', '300803', '300872', '300925', '300941', '301153', '301208', '600446', '600570', '600571', '600850', '601519', '603106', '603123', '603171', '603232', '603383', '603927', '688031', '688118', '688207', '688229', '688318', '688435', '688588', '688590', '920799']"
富时A50,0,50,"['000333', '000338', '000858', '002371', '002384', '002415', '002594', '300274', '300308', '300394', '300476', '300502', '300750', '600016', '600028', '600030', '600036', '600150', '600276', '600309', '600519', '600900', '600941', '601006', '601012', '601088', '601166', '601211', '601225', '601288', '601318', '601328', '601398', '601601', '601689', '601766', '601816', '601857', '601898', '601899', '601919', '601988', '603259', '603986', '603993', '688008', '688041', '688235', '688256', '688981']"
