name,category,count,codes
创业蓝筹,0,50,"['300003', '300009', '300012', '300015', '300033', '300036', '300079', '300088', '300113', '300122', '300124', '300137', '300142', '300144', '300146', '300188', '300226', '300244', '300251', '300271', '300284', '300285', '300296', '300298', '300315', '300327', '300349', '300357', '300369', '300408', '300418', '300450', '300454', '300458', '300470', '300482', '300496', '300498', '300529', '300572', '300601', '300616', '300659', '300685', '300699', '300741', '300747', '300750', '300760', '300832']"
创成长,0,50,"['300014', '300037', '300054', '300058', '300073', '300136', '300179', '300184', '300223', '300236', '300308', '300390', '300394', '300395', '300408', '300438', '300442', '300458', '300475', '300476', '300502', '300548', '300567', '300602', '300604', '300620', '300661', '300666', '300672', '300747', '300750', '300757', '300806', '300814', '300857', '300919', '300953', '300972', '300975', '301031', '301183', '301200', '301217', '301219', '301308', '301358', '301377', '301511', '301526', '301536']"
创质量,0,100,"['300002', '300008', '300012', '300014', '300033', '300035', '300037', '300042', '300054', '300073', '300124', '300144', '300191', '300207', '300283', '300302', '300308', '300347', '300354', '300357', '300373', '300390', '300394', '300415', '300416', '300432', '300438', '300442', '300443', '300454', '300458', '300475', '300476', '300483', '300487', '300496', '300502', '300503', '300548', '300558', '300567', '300570', '300573', '300590', '300604', '300613', '300627', '300628', '300638', '300661', '300662', '300666', '300679', '300680', '300681', '300693', '300699', '300724', '300756', '300769', '300770', '300803', '300811', '300827', '300832', '300842', '300850', '300857', '300866', '300871', '300896', '300910', '300919', '300926', '300953', '300972', '300975', '300990', '301029', '301031', '301061', '301099', '301110', '301162', '301200', '301219', '301308', '301326', '301345', '301349', '301358', '301363', '301377', '301396', '301500', '301511', '301536', '301606', '301607', '301662']"
创科技,0,50,"['300014', '300033', '300045', '300054', '300113', '300115', '300142', '300166', '300207', '300274', '300308', '300316', '300346', '300394', '300408', '300418', '300450', '300454', '300456', '300458', '300476', '300496', '300525', '300533', '300567', '300568', '300601', '300604', '300623', '300624', '300627', '300628', '300634', '300638', '300661', '300679', '300693', '300724', '300750', '300751', '300760', '300776', '300782', '300832', '300866', '301165', '301236', '301269', '301536', '301589']"
创医药,0,50,"['300003', '300009', '300015', '300026', '300039', '300049', '300122', '300142', '300181', '300199', '300204', '300244', '300255', '300267', '300294', '300298', '300347', '300357', '300363', '300401', '300436', '300463', '300482', '300529', '300558', '300573', '300595', '300601', '300633', '300676', '300677', '300685', '300705', '300723', '300725', '300759', '300760', '300832', '300841', '300896', '301015', '301080', '301207', '301263', '301267', '301293', '301301', '301363', '301367', '301584']"
300周期,0,103,"['000001', '000002', '000166', '000617', '000630', '000657', '000708', '000776', '000807', '000975', '001280', '001391', '001965', '001979', '002142', '002460', '002466', '002532', '002736', '300033', '300059', '300803', '600000', '600009', '600010', '600015', '600016', '600018', '600019', '600026', '600028', '600029', '600030', '600036', '600048', '600061', '600111', '600115', '600176', '600188', '600219', '600221', '600362', '600489', '600515', '600547', '600549', '600585', '600660', '600918', '600919', '600926', '600938', '600958', '600999', '601006', '601009', '601018', '601021', '601059', '601066', '601077', '601088', '601111', '601136', '601166', '601169', '601211', '601225', '601229', '601288', '601318', '601319', '601328', '601336', '601377', '601398', '601456', '601600', '601601', '601628', '601658', '601688', '601788', '601816', '601818', '601825', '601838', '601857', '601872', '601878', '601881', '601898', '601899', '601901', '601916', '601919', '601939', '601988', '601995', '601998', '603799', '603993']"
300非周,0,197,"['000063', '000100', '000157', '000301', '000333', '000338', '000408', '000425', '000538', '000568', '000596', '000625', '000651', '000725', '000768', '000792', '000858', '000895', '000938', '000963', '000977', '000988', '000999', '002001', '002027', '002028', '002049', '002050', '002074', '002179', '002202', '002230', '002236', '002241', '002304', '002311', '002352', '002353', '002371', '002384', '002415', '002422', '002463', '002475', '002493', '002558', '002594', '002600', '002602', '002625', '002648', '002709', '002714', '002837', '002916', '002920', '002938', '003816', '300014', '300015', '300122', '300124', '300251', '300274', '300308', '300316', '300394', '300408', '300413', '300418', '300433', '300442', '300450', '300476', '300498', '300502', '300628', '300661', '300750', '300760', '300832', '300866', '300896', '300999', '301165', '301236', '301269', '301308', '302132', '600011', '600023', '600025', '600027', '600031', '600039', '600050', '600066', '600085', '600089', '600104', '600118', '600150', '600160', '600183', '600196', '600233', '600276', '600309', '600346', '600372', '600406', '600415', '600426', '600436', '600438', '600460', '600482', '600519', '600522', '600570', '600584', '600588', '600600', '600674', '600690', '600741', '600760', '600795', '600803', '600809', '600845', '600875', '600886', '600887', '600893', '600900', '600905', '600930', '600941', '600989', '601012', '601058', '601100', '601117', '601127', '601138', '601186', '601238', '601360', '601390', '601607', '601618', '601633', '601668', '601669', '601689', '601698', '601727', '601728', '601766', '601800', '601868', '601877', '601888', '601985', '603019', '603259', '603260', '603288', '603296', '603369', '603392', '603501', '603893', '603986', '605117', '605499', '688008', '688009', '688012', '688036', '688041', '688047', '688072', '688082', '688111', '688126', '688183', '688223', '688256', '688271', '688303', '688396', '688472', '688506', '688521', '688981']"
300ESG,0,233,"['000001', '000063', '000100', '000157', '000166', '000301', '000333', '000338', '000408', '000425', '000538', '000568', '000596', '000617', '000625', '000651', '000657', '000708', '000725', '000776', '000792', '000807', '000858', '000895', '000938', '000963', '000975', '000977', '000988', '000999', '001391', '001965', '001979', '002001', '002027', '002049', '002050', '002142', '002179', '002202', '002230', '002236', '002241', '002304', '002352', '002353', '002371', '002415', '002422', '002463', '002466', '002475', '002558', '002594', '002600', '002648', '002709', '002714', '002736', '002916', '002920', '002938', '003816', '300014', '300015', '300059', '300122', '300124', '300251', '300274', '300308', '300316', '300394', '300413', '300433', '300450', '300476', '300498', '300628', '300661', '300750', '300760', '300832', '300866', '300896', '300999', '301165', '301236', '301308', '302132', '600000', '600011', '600015', '600016', '600018', '600019', '600023', '600025', '600026', '600027', '600028', '600029', '600030', '600031', '600036', '600048', '600050', '600066', '600085', '600089', '600104', '600111', '600118', '600160', '600176', '600183', '600188', '600219', '600233', '600276', '600309', '600346', '600362', '600372', '600406', '600415', '600426', '600438', '600460', '600482', '600515', '600519', '600522', '600547', '600549', '600584', '600585', '600660', '600690', '600760', '600803', '600845', '600875', '600886', '600887', '600900', '600905', '600919', '600926', '600938', '600941', '600958', '600989', '600999', '601006', '601009', '601012', '601018', '601058', '601088', '601100', '601111', '601117', '601166', '601169', '601186', '601211', '601229', '601238', '601288', '601318', '601319', '601328', '601336', '601360', '601377', '601390', '601398', '601600', '601601', '601607', '601618', '601628', '601633', '601658', '601668', '601688', '601698', '601727', '601728', '601766', '601800', '601816', '601818', '601825', '601857', '601868', '601872', '601877', '601878', '601881', '601899', '601916', '601919', '601939', '601985', '601988', '601998', '603019', '603288', '603296', '603369', '603501', '603799', '603986', '603993', '605117', '688008', '688009', '688012', '688036', '688041', '688072', '688082', '688111', '688183', '688271', '688303', '688396', '688472', '688506', '688521', '688981']"
大盘成长,0,66,"['000100', '000166', '000568', '002028', '002050', '002311', '002352', '002371', '002463', '002475', '002594', '002602', '002625', '002714', '002916', '300014', '300015', '300033', '300124', '300274', '300308', '300394', '300442', '300476', '300502', '300750', '300760', '600009', '600011', '600023', '600029', '600150', '600183', '600346', '600415', '600519', '600547', '600660', '600760', '600795', '600809', '600886', '600989', '601111', '601127', '601138', '601319', '601336', '601600', '601628', '601633', '601689', '601816', '601899', '603195', '603259', '603501', '603993', '605499', '688008', '688012', '688036', '688041', '688111', '688256', '688506']"
大盘价值,0,66,"['000001', '000333', '000338', '000538', '000568', '000651', '000708', '000776', '000895', '002027', '002142', '600000', '600011', '600015', '600016', '600018', '600019', '600023', '600028', '600036', '600050', '600188', '600585', '600690', '600795', '600886', '600887', '600919', '600926', '600938', '600941', '601006', '601009', '601018', '601088', '601166', '601169', '601186', '601225', '601229', '601288', '601318', '601319', '601328', '601336', '601390', '601398', '601600', '601601', '601628', '601658', '601668', '601669', '601688', '601728', '601766', '601800', '601818', '601825', '601857', '601898', '601919', '601939', '601988', '601998', '603195']"
中盘成长,0,100,"['000426', '000786', '000933', '000975', '000999', '001286', '001309', '002001', '002032', '002074', '002156', '002252', '002340', '002353', '002409', '002466', '002517', '002595', '002648', '002738', '002837', '002850', '002920', '300251', '300316', '300458', '300475', '300548', '300604', '300628', '300661', '300832', '300857', '300866', '300896', '300919', '301200', '301358', '301656', '600021', '600026', '600027', '600039', '600066', '600096', '600160', '600221', '600233', '600256', '600460', '600522', '600549', '600803', '600968', '600988', '601021', '601058', '601168', '601198', '601233', '601236', '601567', '601799', '601808', '601958', '601991', '603087', '603129', '603160', '603256', '603268', '603369', '603568', '603659', '603893', '603979', '605117', '688002', '688072', '688082', '688099', '688120', '688122', '688169', '688183', '688188', '688213', '688223', '688234', '688249', '688361', '688411', '688472', '688498', '688578', '688608', '688617', '688629', '688777', '689009']"
中盘价值,0,100,"['000157', '000596', '000630', '000728', '000729', '000783', '000786', '000877', '000932', '000933', '000958', '000959', '000983', '000987', '000999', '001286', '001872', '001965', '002001', '002032', '002064', '002078', '002128', '002202', '002236', '002271', '002422', '002444', '002532', '002555', '002601', '002648', '002673', '002939', '002966', '300628', '300979', '600021', '600026', '600027', '600039', '600061', '600066', '600096', '600157', '600176', '600177', '600196', '600219', '600233', '600236', '600256', '600332', '600350', '600352', '600377', '600426', '600482', '600517', '600522', '600600', '600642', '600741', '600803', '600875', '600968', '600985', '600995', '601058', '601077', '601117', '601155', '601168', '601216', '601231', '601233', '601298', '601377', '601555', '601567', '601577', '601607', '601618', '601699', '601808', '601838', '601877', '601901', '601916', '601958', '601991', '603049', '603156', '603369', '603568', '605117', '688009', '688187', '688347', '689009']"
小盘成长,0,166,"['000032', '000034', '000039', '000543', '000686', '000737', '000830', '000921', '000951', '000966', '000997', '001389', '002056', '002126', '002155', '002244', '002249', '002266', '002270', '002273', '002312', '002318', '002320', '002402', '002429', '002468', '002472', '002484', '002497', '002518', '002607', '002683', '002690', '002716', '002773', '002831', '002901', '002906', '002984', '003031', '300001', '300002', '300009', '300054', '300100', '300102', '300144', '300346', '300373', '300432', '300457', '300487', '300568', '300570', '300573', '300601', '300620', '300623', '300627', '300666', '300679', '300724', '300748', '300761', '300763', '300773', '300775', '300776', '300777', '300779', '300870', '300953', '300972', '301029', '301035', '301275', '301301', '301498', '301589', '301606', '301611', '600004', '600032', '600098', '600132', '600166', '600171', '600258', '600299', '600301', '600312', '600329', '600361', '600369', '600456', '600499', '600535', '600563', '600578', '600583', '600675', '600685', '600699', '600737', '600754', '600816', '600863', '600867', '600933', '601702', '601717', '601918', '601966', '603025', '603119', '603179', '603225', '603236', '603290', '603305', '603338', '603341', '603345', '603379', '603444', '603456', '603556', '603565', '603596', '603605', '603613', '603688', '603699', '603707', '603737', '603766', '603786', '603871', '603885', '603920', '603929', '605090', '605111', '688018', '688019', '688037', '688100', '688147', '688200', '688235', '688248', '688278', '688281', '688295', '688301', '688313', '688322', '688331', '688336', '688582', '688615', '688676', '688692', '688766', '688778', '920982']"
小盘价值,0,166,"['000027', '000039', '000060', '000088', '000415', '000423', '000429', '000513', '000528', '000537', '000539', '000543', '000563', '000581', '000582', '000591', '000598', '000623', '000683', '000686', '000703', '000709', '000739', '000778', '000830', '000875', '000883', '000887', '000902', '000921', '000937', '000951', '000966', '000967', '002007', '002010', '002015', '002056', '002120', '002249', '002299', '002318', '002372', '002423', '002429', '002432', '002468', '002500', '002508', '002603', '002608', '002690', '002773', '002831', '002926', '002958', '002978', '002984', '300146', '300724', '300761', '600004', '600008', '600022', '600057', '600060', '600062', '600098', '600109', '600120', '600141', '600153', '600170', '600208', '600258', '600282', '600295', '600323', '600329', '600339', '600348', '600361', '600380', '600390', '600398', '600483', '600499', '600511', '600528', '600535', '600546', '600566', '600578', '600582', '600583', '600595', '600621', '600623', '600637', '600663', '600704', '600707', '600711', '600720', '600737', '600739', '600754', '600761', '600801', '600820', '600859', '600863', '600867', '600873', '600901', '600906', '600909', '600916', '600928', '600956', '600970', '600998', '601000', '601001', '601016', '601019', '601098', '601128', '601139', '601156', '601187', '601228', '601333', '601598', '601636', '601665', '601666', '601677', '601717', '601866', '601880', '601918', '601921', '601928', '601966', '601997', '603225', '603233', '603298', '603345', '603444', '603456', '603529', '603565', '603589', '603699', '603733', '603766', '603816', '603833', '603871', '603899', '605090', '688235', '688425', '688819']"
央企100,0,100,"['000166', '000617', '000625', '000657', '000708', '000768', '000792', '000807', '000831', '000958', '000999', '001391', '001965', '001979', '002080', '002128', '002179', '002281', '002415', '002916', '003816', '301269', '302132', '600011', '600019', '600025', '600026', '600027', '600028', '600029', '600030', '600036', '600048', '600050', '600115', '600118', '600150', '600176', '600236', '600372', '600406', '600482', '600489', '600584', '600760', '600795', '600845', '600875', '600879', '600886', '600893', '600900', '600905', '600938', '600941', '600999', '601006', '601059', '601061', '601088', '601111', '601117', '601179', '601186', '601288', '601319', '601328', '601336', '601390', '601398', '601600', '601618', '601628', '601658', '601668', '601669', '601698', '601728', '601766', '601788', '601800', '601816', '601818', '601857', '601868', '601869', '601872', '601881', '601888', '601898', '601919', '601939', '601985', '601988', '601995', '601998', '688375', '688396', '688702', '688981']"
上证580,0,400,"['600006', '600017', '600020', '600022', '600033', '600037', '600055', '600056', '600058', '600059', '600062', '600063', '600081', '600094', '600103', '600106', '600108', '600113', '600114', '600125', '600133', '600138', '600151', '600155', '600158', '600163', '600167', '600179', '600184', '600186', '600195', '600197', '600198', '600201', '600203', '600206', '600217', '600223', '600226', '600251', '600252', '600255', '600266', '600267', '600268', '600269', '600278', '600284', '600305', '600307', '600313', '600315', '600320', '600326', '600330', '600335', '600339', '600343', '600345', '600353', '600361', '600366', '600368', '600388', '600389', '600391', '600403', '600410', '600416', '600420', '600425', '600429', '600456', '600458', '600461', '600468', '600475', '600477', '600478', '600480', '600490', '600496', '600501', '600502', '600508', '600509', '600510', '600528', '600531', '600550', '600552', '600556', '600557', '600571', '600572', '600575', '600576', '600587', '600590', '600592', '600596', '600597', '600603', '600604', '600605', '600610', '600611', '600618', '600619', '600621', '600623', '600629', '600635', '600639', '600640', '600643', '600644', '600645', '600649', '600651', '600654', '600657', '600664', '600682', '600686', '600693', '600702', '600708', '600710', '600713', '600717', '600718', '600724', '600728', '600736', '600739', '600742', '600744', '600746', '600748', '600751', '600757', '600764', '600770', '600771', '600775', '600779', '600780', '600783', '600787', '600789', '600797', '600810', '600812', '600821', '600825', '600826', '600827', '600828', '600835', '600841', '600846', '600855', '600859', '600861', '600864', '600867', '600869', '600872', '600874', '600877', '600882', '600894', '600897', '600903', '600908', '600928', '600929', '600935', '600959', '600961', '600963', '600966', '600971', '600973', '600975', '600981', '600986', '600987', '600990', '600996', '600997', '601003', '601005', '601008', '601026', '601038', '601068', '601083', '601086', '601089', '601096', '601101', '601107', '601116', '601133', '601163', '601177', '601200', '601208', '601226', '601279', '601326', '601330', '601333', '601339', '601369', '601375', '601388', '601500', '601512', '601515', '601568', '601579', '601609', '601619', '601678', '601686', '601778', '601789', '601801', '601860', '601886', '601890', '601900', '601918', '601921', '601929', '601949', '601963', '601968', '601969', '601975', '603002', '603009', '603011', '603013', '603014', '603026', '603031', '603033', '603039', '603040', '603043', '603050', '603052', '603055', '603057', '603061', '603069', '603072', '603078', '603093', '603098', '603100', '603103', '603112', '603118', '603121', '603123', '603124', '603125', '603128', '603131', '603132', '603162', '603166', '603169', '603171', '603173', '603181', '603186', '603193', '603194', '603197', '603202', '603203', '603210', '603219', '603220', '603223', '603227', '603229', '603248', '603257', '603271', '603275', '603279', '603297', '603299', '603301', '603306', '603312', '603319', '603323', '603327', '603328', '603334', '603337', '603352', '603358', '603360', '603366', '603367', '603368', '603370', '603376', '603383', '603395', '603402', '603406', '603416', '603418', '603477', '603489', '603496', '603508', '603530', '603533', '603567', '603589', '603590', '603601', '603629', '603636', '603638', '603662', '603663', '603667', '603668', '603680', '603683', '603686', '603693', '603698', '603708', '603713', '603738', '603757', '603800', '603809', '603826', '603848', '603855', '603858', '603859', '603861', '603866', '603876', '603887', '603919', '603929', '603936', '603938', '603950', '603969', '603977', '603983', '603985', '603989', '603992', '603997', '605005', '605009', '605011', '605016', '605020', '605050', '605056', '605060', '605088', '605099', '605116', '605118', '605123', '605128', '605133', '605168', '605179', '605183', '605188', '605196', '605198', '605222', '605277', '605286', '605289', '605296', '605305', '605319']"
上证380,0,380,"['600008', '600012', '600021', '600027', '600032', '600038', '600057', '600060', '600061', '600064', '600085', '600095', '600109', '600116', '600120', '600129', '600131', '600132', '600141', '600143', '600153', '600157', '600161', '600170', '600171', '600177', '600208', '600210', '600211', '600216', '600248', '600256', '600258', '600273', '600282', '600285', '600292', '600295', '600298', '600299', '600316', '600323', '600325', '600328', '600329', '600332', '600348', '600350', '600352', '600363', '600369', '600373', '600377', '600378', '600380', '600390', '600392', '600395', '600398', '600399', '600409', '600422', '600428', '600435', '600446', '600452', '600459', '600460', '600483', '600486', '600497', '600498', '600499', '600507', '600515', '600517', '600521', '600529', '600536', '600546', '600559', '600562', '600563', '600566', '600577', '600578', '600582', '600583', '600598', '600600', '600601', '600612', '600633', '600637', '600641', '600642', '600655', '600662', '600663', '600667', '600675', '600699', '600704', '600711', '600720', '600729', '600737', '600740', '600750', '600755', '600761', '600763', '600765', '600773', '600776', '600782', '600801', '600816', '600820', '600839', '600845', '600848', '600862', '600863', '600866', '600871', '600873', '600879', '600885', '600888', '600901', '600909', '600916', '600918', '600933', '600956', '600967', '600968', '600970', '600985', '600988', '600993', '600995', '600998', '601000', '601001', '601016', '601019', '601021', '601022', '601033', '601058', '601098', '601099', '601108', '601112', '601117', '601126', '601128', '601136', '601137', '601139', '601155', '601156', '601179', '601187', '601198', '601216', '601222', '601233', '601236', '601298', '601311', '601399', '601456', '601528', '601555', '601567', '601577', '601595', '601598', '601607', '601611', '601615', '601636', '601665', '601666', '601677', '601696', '601699', '601702', '601717', '601799', '601808', '601858', '601865', '601869', '601878', '601880', '601882', '601928', '601952', '601958', '601965', '601966', '601990', '601991', '601997', '603005', '603025', '603027', '603049', '603063', '603077', '603083', '603087', '603099', '603119', '603127', '603129', '603156', '603160', '603175', '603179', '603198', '603218', '603225', '603233', '603236', '603256', '603267', '603281', '603283', '603290', '603298', '603305', '603317', '603338', '603341', '603345', '603355', '603369', '603379', '603393', '603444', '603456', '603486', '603505', '603529', '603556', '603565', '603568', '603583', '603588', '603596', '603605', '603606', '603612', '603613', '603619', '603650', '603658', '603659', '603678', '603688', '603690', '603699', '603707', '603712', '603728', '603730', '603737', '603766', '603786', '603806', '603816', '603833', '603871', '603883', '603885', '603888', '603899', '603915', '603920', '603927', '603939', '603979', '605090', '605111', '605333', '605589', '688002', '688005', '688006', '688009', '688016', '688017', '688019', '688027', '688029', '688032', '688037', '688050', '688065', '688083', '688099', '688100', '688106', '688114', '688116', '688120', '688122', '688123', '688127', '688131', '688139', '688166', '688169', '688172', '688180', '688187', '688188', '688192', '688200', '688208', '688213', '688220', '688234', '688235', '688248', '688278', '688281', '688289', '688295', '688297', '688301', '688303', '688313', '688318', '688322', '688331', '688333', '688336', '688347', '688349', '688361', '688375', '688385', '688387', '688388', '688390', '688411', '688439', '688469', '688472', '688475', '688484', '688498', '688516', '688538', '688568', '688578', '688599', '688608', '688617', '688629', '688630', '688631', '688676', '688690', '688692', '688700', '688702', '688728', '688777', '688778', '688779', '688800', '688819', '689009']"
上证180,0,180,"['600000', '600009', '600010', '600011', '600015', '600016', '600018', '600019', '600023', '600025', '600026', '600028', '600029', '600030', '600031', '600036', '600039', '600048', '600050', '600066', '600089', '600096', '600104', '600111', '600118', '600150', '600160', '600176', '600183', '600188', '600196', '600219', '600221', '600233', '600236', '600276', '600309', '600346', '600362', '600372', '600406', '600415', '600418', '600426', '600436', '600438', '600482', '600489', '600519', '600522', '600547', '600549', '600570', '600580', '600584', '600585', '600660', '600674', '600690', '600741', '600760', '600795', '600803', '600809', '600875', '600886', '600887', '600893', '600895', '600900', '600905', '600919', '600926', '600930', '600938', '600941', '600958', '600989', '600999', '601006', '601009', '601012', '601018', '601059', '601061', '601066', '601077', '601088', '601100', '601111', '601127', '601138', '601166', '601168', '601169', '601186', '601211', '601225', '601229', '601231', '601238', '601288', '601318', '601319', '601328', '601336', '601360', '601377', '601390', '601398', '601600', '601601', '601618', '601628', '601633', '601658', '601668', '601669', '601688', '601689', '601698', '601727', '601728', '601766', '601788', '601800', '601816', '601818', '601825', '601838', '601857', '601868', '601872', '601877', '601881', '601888', '601898', '601899', '601901', '601916', '601919', '601939', '601985', '601988', '601995', '601998', '603019', '603195', '603228', '603259', '603260', '603288', '603296', '603392', '603501', '603799', '603893', '603986', '603993', '605117', '605499', '688008', '688012', '688036', '688041', '688047', '688072', '688082', '688111', '688126', '688183', '688223', '688249', '688256', '688271', '688396', '688506', '688521', '688525', '688981']"
上证中盘,0,130,"['600000', '600009', '600010', '600011', '600015', '600016', '600018', '600019', '600023', '600025', '600026', '600029', '600039', '600048', '600066', '600096', '600104', '600118', '600160', '600176', '600188', '600196', '600219', '600221', '600233', '600236', '600346', '600362', '600372', '600415', '600418', '600426', '600436', '600438', '600482', '600489', '600522', '600547', '600549', '600570', '600580', '600584', '600585', '600660', '600674', '600690', '600741', '600795', '600803', '600875', '600886', '600893', '600895', '600905', '600919', '600926', '600938', '600941', '600958', '600989', '600999', '601006', '601009', '601018', '601059', '601061', '601066', '601077', '601100', '601111', '601138', '601168', '601169', '601186', '601225', '601229', '601231', '601238', '601319', '601336', '601360', '601377', '601390', '601618', '601633', '601669', '601689', '601698', '601727', '601766', '601788', '601800', '601816', '601818', '601825', '601838', '601868', '601872', '601877', '601881', '601898', '601901', '601916', '601939', '601985', '601995', '601998', '603195', '603228', '603260', '603288', '603296', '603392', '603799', '603893', '605117', '605499', '688036', '688047', '688072', '688082', '688126', '688183', '688223', '688249', '688271', '688396', '688506', '688521', '688525']"
上证红利,0,50,"['600015', '600028', '600039', '600096', '600123', '600153', '600177', '600188', '600256', '600282', '600295', '600350', '600398', '600546', '600737', '600755', '600901', '600919', '600938', '600971', '600985', '600997', '601000', '601001', '601006', '601009', '601077', '601088', '601166', '601168', '601169', '601225', '601229', '601288', '601328', '601339', '601398', '601666', '601699', '601717', '601818', '601825', '601838', '601857', '601916', '601919', '601939', '601988', '601998', '603565']"
上证治理,0,300,"['600004', '600007', '600009', '600011', '600012', '600018', '600019', '600023', '600027', '600028', '600031', '600033', '600036', '600037', '600048', '600050', '600054', '600062', '600066', '600098', '600109', '600118', '600132', '600160', '600161', '600171', '600177', '600183', '600188', '600210', '600219', '600236', '600261', '600276', '600282', '600284', '600299', '600305', '600309', '600325', '600329', '600350', '600351', '600377', '600406', '600409', '600435', '600483', '600495', '600497', '600519', '600527', '600528', '600535', '600547', '600549', '600566', '600582', '600583', '600585', '600598', '600600', '600605', '600616', '600637', '600642', '600660', '600685', '600688', '600690', '600718', '600724', '600729', '600750', '600761', '600809', '600821', '600826', '600845', '600865', '600875', '600886', '600887', '600894', '600900', '600916', '600938', '600941', '600968', '600977', '600987', '600995', '601000', '601002', '601006', '601007', '601018', '601019', '601088', '601098', '601100', '601116', '601126', '601128', '601158', '601166', '601168', '601236', '601288', '601298', '601318', '601328', '601339', '601360', '601369', '601377', '601390', '601398', '601568', '601588', '601598', '601601', '601616', '601668', '601669', '601698', '601728', '601766', '601801', '601816', '601825', '601857', '601858', '601880', '601888', '601898', '601899', '601919', '601928', '601939', '601952', '601958', '601965', '601966', '601985', '601988', '601990', '601996', '603000', '603006', '603013', '603016', '603025', '603027', '603040', '603041', '603053', '603057', '603087', '603095', '603096', '603116', '603132', '603136', '603155', '603156', '603167', '603171', '603187', '603195', '603199', '603203', '603207', '603218', '603237', '603285', '603288', '603305', '603309', '603310', '603317', '603332', '603337', '603345', '603365', '603390', '603444', '603456', '603489', '603500', '603508', '603511', '603515', '603528', '603551', '603556', '603566', '603587', '603630', '603648', '603656', '603696', '603697', '603699', '603706', '603757', '603758', '603767', '603776', '603806', '603855', '603868', '603882', '603888', '603893', '603899', '603928', '603948', '603960', '605018', '605089', '605098', '605155', '605162', '605169', '605183', '605305', '605337', '605378', '688008', '688009', '688013', '688016', '688018', '688028', '688032', '688049', '688056', '688057', '688058', '688063', '688065', '688088', '688093', '688095', '688099', '688105', '688112', '688118', '688150', '688160', '688163', '688187', '688188', '688198', '688205', '688206', '688232', '688255', '688267', '688273', '688291', '688293', '688297', '688310', '688312', '688325', '688334', '688335', '688337', '688355', '688370', '688375', '688380', '688381', '688485', '688486', '688498', '688505', '688510', '688526', '688543', '688551', '688563', '688566', '688571', '688578', '688582', '688586', '688606', '688608', '688623', '688657', '688662', '688681', '688686', '688722', '688739', '688772', '688787']"
上证超大,0,20,"['600030', '600036', '600111', '600150', '600276', '600309', '600519', '600900', '601127', '601166', '601288', '601318', '601398', '601857', '601899', '603259', '603993', '688041', '688256', '688981']"
上证混改,0,50,"['600011', '600018', '600027', '600028', '600029', '600050', '600072', '600096', '600104', '600115', '600150', '600161', '600171', '600176', '600185', '600248', '600258', '600406', '600416', '600418', '600420', '600456', '600483', '600511', '600519', '600552', '600559', '600585', '600606', '600629', '600639', '600651', '600685', '600704', '600729', '600737', '600787', '600795', '600827', '600859', '600886', '600893', '600963', '600995', '601111', '601333', '601611', '601669', '601857', '601958']"
上证创新,0,100,"['600017', '600061', '600064', '600100', '600101', '600166', '600189', '600195', '600201', '600259', '600292', '600378', '600405', '600416', '600418', '600475', '600497', '600569', '600583', '600588', '600619', '600621', '600633', '600641', '600644', '600651', '600717', '600736', '600749', '600787', '600827', '600990', '601127', '601390', '601598', '601633', '601665', '601777', '601800', '601965', '603015', '603017', '603023', '603077', '603079', '603200', '603366', '603518', '603533', '603636', '603665', '603687', '603727', '603916', '605033', '605388', '688001', '688003', '688007', '688027', '688032', '688047', '688081', '688083', '688108', '688114', '688133', '688165', '688173', '688192', '688202', '688219', '688221', '688246', '688277', '688289', '688320', '688321', '688323', '688326', '688335', '688339', '688348', '688363', '688368', '688378', '688400', '688418', '688485', '688512', '688520', '688521', '688538', '688559', '688595', '688598', '688611', '688626', '688716', '688733']"
中小100,0,100,"['002001', '002007', '002008', '002025', '002027', '002028', '002032', '002049', '002050', '002056', '002064', '002074', '002078', '002080', '002085', '002128', '002129', '002131', '002142', '002152', '002153', '002155', '002156', '002157', '002179', '002180', '002185', '002195', '002202', '002223', '002230', '002236', '002241', '002244', '002252', '002261', '002271', '002281', '002294', '002304', '002311', '002340', '002352', '002353', '002371', '002384', '002409', '002414', '002415', '002422', '002423', '002429', '002430', '002444', '002456', '002459', '002460', '002463', '002465', '002466', '002475', '002487', '002493', '002517', '002532', '002555', '002558', '002594', '002595', '002600', '002601', '002602', '002603', '002608', '002624', '002625', '002648', '002653', '002673', '002709', '002714', '002736', '002738', '002773', '002797', '002812', '002821', '002831', '002837', '002841', '002850', '002851', '002916', '002920', '002938', '002939', '002945', '002966', '003022', '003816']"
