name,category,count,codes
高贝塔值,3,100,"['600105', '600176', '600183', '600234', '600301', '600330', '600362', '600487', '600497', '600498', '600522', '600531', '600563', '600584', '600589', '600667', '601138', '601208', '601231', '603002', '603067', '603083', '603353', '603399', '603459', '603618', '603629', '603738', '603936', '603950', '603986', '605060', '605589', '688008', '688020', '688025', '688028', '688048', '688110', '688123', '688126', '688141', '688147', '688150', '688159', '688167', '688172', '688183', '688195', '688233', '688257', '688260', '688261', '688286', '688300', '688308', '688312', '688313', '688347', '688362', '688388', '688396', '688401', '688403', '688416', '688419', '688485', '688515', '688521', '688525', '688530', '688531', '688545', '688551', '688598', '688603', '688625', '688627', '688630', '688655', '688662', '688676', '688677', '688689', '688699', '688711', '688729', '688733', '688757', '688766', '688788', '688800', '688813', '920045', '920179', '920249', '920357', '920725', '920821', '920981']"
参股金融,3,190,"['000027', '000030', '000060', '000069', '000429', '000488', '000514', '000539', '000541', '000543', '000551', '000570', '000589', '000600', '000623', '000628', '000652', '000685', '000688', '000690', '000700', '000702', '000703', '000715', '000735', '000798', '000800', '000823', '000828', '000850', '000878', '000900', '000932', '002021', '002024', '002056', '002064', '002093', '002108', '002154', '002233', '002286', '002304', '002322', '002344', '002403', '002412', '002543', '002574', '002608', '002653', '002657', '002697', '003040', '300011', '300070', '300085', '300155', '300175', '300194', '300508', '300570', '300674', '300803', '300898', '301299', '600004', '600020', '600023', '600026', '600033', '600039', '600052', '600054', '600064', '600079', '600094', '600100', '600106', '600107', '600115', '600128', '600170', '600177', '600186', '600191', '600196', '600208', '600226', '600236', '600249', '600252', '600266', '600269', '600278', '600287', '600288', '600292', '600332', '600339', '600350', '600352', '600377', '600382', '600483', '600498', '600500', '600503', '600510', '600512', '600517', '600551', '600570', '600588', '600592', '600600', '600611', '600638', '600639', '600649', '600650', '600655', '600663', '600704', '600713', '600716', '600718', '600736', '600739', '600741', '600742', '600750', '600754', '600755', '600757', '600784', '600790', '600802', '600826', '600827', '600833', '600838', '600851', '600857', '600865', '600873', '600881', '600893', '600959', '600981', '600998', '601018', '601086', '601098', '601107', '601117', '601177', '601186', '601188', '601199', '601200', '601216', '601238', '601339', '601567', '601618', '601678', '601777', '601800', '601811', '601866', '601886', '601929', '601933', '603059', '603077', '603100', '603165', '603225', '603319', '603333', '603366', '603393', '603823', '603858', '603896', '605122', '605168', '688777', '920062']"
被举牌,3,41,"['000009', '000402', '000598', '000651', '000858', '000932', '001223', '002083', '002091', '002109', '002608', '002643', '002661', '002798', '300201', '300254', '300295', '300326', '300341', '300374', '300388', '300406', '300555', '300592', '301269', '600179', '600203', '600679', '600846', '600872', '601009', '601058', '601838', '603027', '603052', '603300', '603358', '603377', '688617', '688623', '920208']"
回购计划,3,319,"['000063', '000100', '000333', '000403', '000425', '000526', '000528', '000564', '000625', '000650', '000651', '000725', '000739', '000757', '000821', '000858', '000882', '001203', '001256', '001319', '001330', '001380', '001390', '002001', '002019', '002020', '002067', '002082', '002090', '002099', '002102', '002119', '002120', '002127', '002133', '002135', '002150', '002164', '002173', '002202', '002206', '002223', '002224', '002225', '002252', '002292', '002294', '002318', '002328', '002332', '002350', '002352', '002373', '002385', '002422', '002436', '002443', '002446', '002468', '002475', '002481', '002511', '002516', '002577', '002600', '002605', '002626', '002637', '002675', '002701', '002705', '002725', '002739', '002827', '002891', '002899', '002901', '002918', '002947', '002959', '002960', '003000', '003006', '003012', '003025', '300002', '300036', '300043', '300091', '300103', '300124', '300132', '300138', '300174', '300201', '300203', '300245', '300253', '300285', '300296', '300298', '300304', '300313', '300347', '300363', '300371', '300388', '300463', '300465', '300532', '300573', '300624', '300676', '300679', '300685', '300691', '300702', '300707', '300739', '300774', '300783', '300787', '300832', '300836', '300856', '300858', '300871', '300888', '300898', '300932', '300945', '300957', '300971', '300988', '301004', '301080', '301087', '301097', '301110', '301152', '301166', '301173', '301186', '301203', '301223', '301236', '301260', '301263', '301275', '301318', '301320', '301333', '301367', '301376', '301498', '301501', '301507', '301511', '600028', '600109', '600115', '600157', '600167', '600188', '600201', '600211', '600219', '600252', '600276', '600327', '600337', '600361', '600392', '600418', '600490', '600522', '600557', '600566', '600567', '600579', '600585', '600649', '600655', '600690', '600718', '600749', '600751', '600763', '600779', '600821', '600827', '600859', '600872', '600971', '601010', '601127', '601222', '601238', '601333', '601515', '601609', '601618', '601619', '601633', '601686', '601717', '601718', '601799', '601816', '601919', '601956', '601966', '601969', '603037', '603088', '603091', '603118', '603160', '603195', '603209', '603223', '603262', '603288', '603317', '603324', '603325', '603341', '603368', '603387', '603409', '603416', '603456', '603518', '603529', '603530', '603536', '603558', '603568', '603569', '603583', '603590', '603605', '603609', '603638', '603836', '603856', '603871', '603882', '603885', '603899', '605066', '605259', '605337', '605369', '605499', '605507', '605567', '605598', '688013', '688032', '688052', '688068', '688075', '688083', '688091', '688100', '688109', '688111', '688114', '688120', '688139', '688175', '688181', '688198', '688201', '688219', '688232', '688271', '688278', '688289', '688310', '688317', '688321', '688322', '688349', '688370', '688398', '688403', '688450', '688472', '688496', '688513', '688557', '688563', '688596', '688606', '688612', '688620', '688638', '688653', '688659', '688695', '688696', '688758', '688777', '688789', '689009', '920005', '920014', '920020', '920027', '920080', '920262', '920278', '920374', '920429', '920703', '920833', '920976']"
配股预案,3,0,[]
配股股,3,0,[]
定增预案,3,228,"['000100', '000524', '000552', '000555', '000633', '000659', '000670', '000790', '000881', '000938', '000949', '000952', '001268', '001288', '001298', '001339', '002049', '002064', '002074', '002106', '002108', '002121', '002155', '002167', '002219', '002256', '002272', '002289', '002290', '002334', '002386', '002392', '002436', '002445', '002510', '002530', '002568', '002676', '002685', '002730', '002782', '002796', '002805', '002848', '002859', '002863', '002866', '002876', '002899', '002916', '002938', '002975', '003019', '003040', '300008', '300040', '300067', '300069', '300099', '300137', '300142', '300169', '300179', '300210', '300214', '300238', '300283', '300302', '300313', '300323', '300327', '300329', '300332', '300404', '300421', '300443', '300478', '300547', '300560', '300571', '300575', '300618', '300640', '300656', '300689', '300731', '300736', '300756', '300767', '300769', '300786', '300807', '300814', '300819', '300828', '300835', '300842', '300851', '300852', '300857', '300890', '300912', '300920', '300991', '301022', '301082', '301089', '301116', '301127', '301163', '301218', '301225', '301248', '301292', '301309', '301362', '301511', '301518', '301529', '600029', '600058', '600063', '600079', '600152', '600234', '600310', '600323', '600325', '600353', '600369', '600397', '600438', '600498', '600499', '600520', '600531', '600569', '600581', '600641', '600673', '600717', '600746', '600869', '600958', '601003', '601022', '601107', '601133', '601369', '601555', '601611', '601615', '601636', '601969', '601991', '603007', '603076', '603137', '603138', '603182', '603186', '603191', '603211', '603260', '603316', '603319', '603327', '603439', '603507', '603538', '603616', '603681', '603686', '603703', '603722', '603889', '603933', '603936', '603950', '603980', '605166', '605268', '605289', '688025', '688028', '688047', '688072', '688090', '688107', '688127', '688135', '688165', '688170', '688175', '688216', '688233', '688307', '688320', '688387', '688392', '688433', '688449', '688488', '688499', '688512', '688515', '688523', '688530', '688549', '688577', '688598', '688621', '688626', '688655', '688678', '688690', '688693', '688716', '688721', '688726', '688757', '920047', '920089', '920106', '920271', '920344', '920476', '920879']"
定增股,3,102,"['000032', '000065', '000151', '000599', '000713', '000722', '000878', '000905', '000958', '000962', '000973', '001216', '002079', '002128', '002230', '002239', '002281', '002456', '002559', '002615', '002761', '002851', '002858', '002915', '002967', '003007', '003013', '300016', '300083', '300249', '300252', '300277', '300395', '300407', '300473', '300650', '300666', '300711', '300735', '300779', '300782', '300827', '300903', '300984', '300995', '301160', '301236', '301358', '301488', '301489', '301607', '600313', '600356', '600358', '600418', '600459', '600469', '600733', '600863', '600889', '601005', '601088', '601111', '601113', '601121', '601789', '601868', '603009', '603082', '603089', '603192', '603196', '603215', '603220', '603256', '603299', '603318', '603477', '603578', '603667', '603859', '603901', '603906', '605218', '605488', '688012', '688226', '688293', '688321', '688322', '688368', '688378', '688379', '688386', '688400', '688401', '688520', '688590', '688609', '688629', '688981', '920174']"
重组预案,3,159,"['000078', '000100', '000407', '000524', '000552', '000559', '000564', '000612', '000670', '000688', '000711', '000752', '000761', '000859', '001239', '001267', '001285', '001314', '002049', '002064', '002153', '002155', '002156', '002169', '002185', '002241', '002277', '002305', '002310', '002445', '002480', '002501', '002510', '002534', '002769', '002859', '002932', '002968', '300065', '300067', '300069', '300131', '300214', '300237', '300289', '300332', '300368', '300423', '300444', '300449', '300499', '300567', '300620', '300638', '300655', '300688', '300691', '300710', '300792', '300807', '300828', '300851', '300889', '300912', '300936', '300943', '301022', '301033', '301079', '301099', '301112', '301148', '301178', '301213', '301234', '301290', '301309', '301316', '301323', '301357', '301362', '301613', '600058', '600063', '600095', '600114', '600156', '600239', '600265', '600287', '600310', '600322', '600323', '600337', '600340', '600358', '600438', '600446', '600499', '600500', '600539', '600575', '600579', '600673', '600717', '600725', '600745', '600774', '600881', '600903', '600958', '600960', '601003', '601059', '601198', '601208', '601369', '601519', '601555', '601615', '601677', '601798', '601969', '601995', '603007', '603014', '603023', '603037', '603069', '603121', '603137', '603213', '603303', '603616', '603659', '603876', '603933', '603950', '603958', '605008', '605178', '688072', '688165', '688171', '688175', '688206', '688230', '688347', '688531', '688591', '688622', '688689', '688693', '688766', '920058', '920221', '920675', '920833', '920961']"
重组股,3,137,"['000014', '000100', '000151', '000410', '000422', '000561', '000595', '000599', '000652', '000657', '000688', '000712', '000722', '000736', '000791', '000800', '000809', '000878', '000886', '000890', '000905', '000938', '000958', '000973', '000999', '001239', '001267', '002047', '002058', '002128', '002180', '002289', '002320', '002379', '002456', '002572', '002611', '002683', '002685', '002701', '002736', '002761', '002778', '002868', '002978', '003013', '003043', '300078', '300080', '300103', '300268', '300277', '300319', '300417', '300456', '300473', '300507', '300551', '300611', '300623', '300682', '300757', '300786', '300879', '300927', '300972', '301099', '301109', '301296', '301297', '301389', '302132', '600027', '600150', '600173', '600185', '600198', '600211', '600215', '600221', '600292', '600323', '600328', '600356', '600373', '600378', '600397', '600479', '600506', '600579', '600676', '600726', '600742', '600743', '600768', '600770', '600816', '600834', '600863', '600882', '600889', '600933', '600936', '601088', '601121', '601127', '601211', '601456', '601789', '603031', '603082', '603088', '603196', '603268', '603271', '603358', '603718', '603759', '603990', '603991', '688012', '688085', '688126', '688143', '688225', '688293', '688337', '688368', '688469', '688488', '688507', '688508', '688535', '688981', '920149', '920174', '920751']"
发可转债,3,77,"['000887', '001202', '001203', '001282', '001316', '001335', '001380', '001389', '002468', '002550', '002913', '002978', '002981', '002997', '300181', '300389', '300428', '300447', '300453', '300631', '300634', '300695', '300697', '300727', '300739', '300813', '300815', '300863', '300893', '300909', '300953', '301018', '301092', '301132', '301175', '301263', '301279', '301305', '301459', '301522', '301565', '301571', '301585', '301603', '301626', '301628', '301631', '600368', '600389', '600642', '601717', '603019', '603043', '603061', '603067', '603163', '603166', '603219', '603339', '603409', '603499', '603565', '603693', '605016', '605020', '605123', '688150', '688261', '688278', '688372', '688390', '688480', '688510', '688600', '688605', '688686', '688720']"
股权激励,3,51,"['000668', '000933', '002524', '002606', '002647', '002738', '002812', '002821', '003026', '300097', '300199', '300252', '300433', '300447', '300532', '300560', '300588', '300670', '300932', '301029', '301197', '301371', '301373', '301393', '301469', '301509', '301529', '301566', '301567', '601002', '603083', '603087', '603273', '603285', '603590', '603822', '603882', '603906', '688052', '688082', '688091', '688106', '688117', '688120', '688181', '688244', '688260', '688418', '688515', '688536', '688778']"
股权转让,3,400,"['000010', '000016', '000032', '000048', '000153', '000155', '000421', '000429', '000545', '000558', '000560', '000564', '000565', '000566', '000593', '000595', '000608', '000615', '000617', '000620', '000625', '000685', '000695', '000697', '000710', '000711', '000712', '000750', '000783', '000792', '000813', '000826', '000863', '000881', '000893', '000911', '000926', '000935', '000937', '000970', '001207', '001210', '001212', '001216', '001259', '001300', '001326', '001387', '002015', '002021', '002030', '002042', '002055', '002072', '002082', '002083', '002111', '002141', '002159', '002160', '002181', '002182', '002191', '002200', '002201', '002211', '002219', '002253', '002267', '002269', '002281', '002301', '002313', '002321', '002329', '002342', '002344', '002352', '002355', '002366', '002368', '002369', '002371', '002386', '002425', '002437', '002456', '002488', '002491', '002512', '002514', '002535', '002547', '002568', '002569', '002572', '002575', '002583', '002607', '002625', '002638', '002640', '002642', '002655', '002656', '002659', '002668', '002681', '002697', '002715', '002717', '002731', '002735', '002742', '002766', '002774', '002775', '002793', '002822', '002849', '002861', '002887', '002902', '002910', '002921', '002960', '002980', '002995', '003018', '003019', '300020', '300027', '300035', '300041', '300059', '300070', '300081', '300086', '300091', '300103', '300134', '300137', '300140', '300145', '300162', '300175', '300182', '300209', '300219', '300235', '300246', '300249', '300254', '300255', '300261', '300264', '300270', '300300', '300303', '300311', '300317', '300321', '300331', '300338', '300340', '300345', '300376', '300390', '300407', '300410', '300420', '300426', '300429', '300433', '300440', '300451', '300459', '300460', '300464', '300467', '300472', '300486', '300492', '300501', '300520', '300536', '300551', '300553', '300567', '300579', '300592', '300594', '300614', '300649', '300663', '300668', '300670', '300696', '300698', '300706', '300715', '300716', '300730', '300739', '300746', '300750', '300762', '300777', '300797', '300806', '300808', '300812', '300813', '300842', '300846', '300847', '300880', '300897', '300899', '300901', '300920', '300929', '300938', '300948', '300950', '300959', '300960', '300961', '300962', '300972', '300988', '300989', '301003', '301012', '301030', '301051', '301057', '301078', '301085', '301086', '301119', '301125', '301127', '301136', '301168', '301169', '301213', '301221', '301223', '301226', '301228', '301306', '301336', '301380', '301502', '301633', '600018', '600048', '600063', '600067', '600072', '600080', '600117', '600136', '600138', '600155', '600161', '600165', '600179', '600212', '600222', '600226', '600246', '600252', '600259', '600262', '600265', '600319', '600338', '600345', '600350', '600354', '600359', '600378', '600419', '600458', '600497', '600517', '600531', '600537', '600538', '600568', '600639', '600654', '600663', '600666', '600674', '600689', '600703', '600706', '600713', '600714', '600729', '600734', '600738', '600753', '600807', '600815', '600835', '600838', '600843', '600847', '600857', '600862', '600880', '600884', '600885', '600895', '600903', '600909', '600928', '600939', '600941', '600961', '601009', '601010', '601096', '601113', '601136', '601156', '601211', '601330', '601339', '601601', '601666', '601700', '601777', '601798', '601857', '601908', '601918', '601919', '601921', '601963', '601969', '603007', '603020', '603030', '603033', '603057', '603089', '603118', '603161', '603171', '603199', '603216', '603260', '603272', '603291', '603301', '603311', '603315', '603322', '603333', '603335', '603353', '603356', '603377', '603378', '603383', '603398', '603399', '603429', '603501', '603519', '603556', '603637', '603648', '603656', '603660', '603665', '603679', '603685', '603687', '603711', '603721', '603722', '603757', '603758', '603777', '603813', '603816', '603828', '603839', '603863', '603877', '603879', '603880', '603888', '603893']"
控制变更,3,157,"['000008', '000153', '000403', '000590', '000593', '000608', '000609', '000633', '000716', '000785', '000820', '000953', '000980', '001234', '001331', '002036', '002047', '002090', '002108', '002114', '002160', '002172', '002175', '002182', '002199', '002235', '002290', '002295', '002321', '002323', '002348', '002357', '002361', '002368', '002369', '002370', '002385', '002420', '002462', '002510', '002516', '002554', '002569', '002596', '002629', '002633', '002634', '002686', '002718', '002723', '002725', '002729', '002765', '002778', '002806', '002826', '002853', '002868', '002875', '002931', '002955', '002969', '003041', '300078', '300084', '300097', '300103', '300135', '300169', '300185', '300192', '300313', '300321', '300327', '300329', '300376', '300419', '300420', '300424', '300451', '300452', '300478', '300483', '300506', '300507', '300511', '300532', '300554', '300572', '300585', '300588', '300609', '300665', '300685', '300692', '300736', '300807', '300828', '300841', '300856', '300895', '300948', '300955', '300959', '300992', '301012', '301027', '301075', '301185', '301190', '301218', '600222', '600228', '600243', '600249', '600288', '600360', '600405', '600537', '600538', '600566', '600721', '600857', '600884', '600988', '601020', '603078', '603100', '603118', '603155', '603161', '603182', '603226', '603305', '603311', '603330', '603336', '603580', '603608', '603729', '603779', '603789', '603876', '603903', '603966', '603980', '605298', '605389', '688173', '688193', '688579', '688585', '688613', '920179', '920260', '920641', '920873']"
主营变更,3,72,"['000048', '000507', '000595', '000809', '000958', '001267', '002053', '002058', '002128', '002141', '002310', '002584', '002643', '002741', '002742', '002997', '300048', '300054', '300236', '300256', '300277', '300285', '300346', '300398', '300429', '300481', '300492', '300537', '300576', '300655', '300684', '301319', '301489', '301630', '302132', '600133', '600185', '600292', '600330', '600397', '600603', '600641', '600682', '600889', '600936', '601113', '603002', '603078', '603115', '603718', '603931', '603991', '688019', '688035', '688106', '688146', '688150', '688268', '688359', '688371', '688523', '688545', '688548', '688549', '688550', '688603', '688683', '688818', '920526', '920527', '920641', '920914']"
化债AMC,3,66,"['000011', '000401', '000410', '000510', '000514', '000520', '000531', '000563', '000567', '000631', '000652', '000793', '000837', '000886', '000908', '000960', '000987', '000993', '002057', '002094', '002285', '002451', '002495', '002657', '002686', '002701', '002786', '300348', '300355', '300465', '300663', '300674', '301378', '600020', '600084', '600163', '600252', '600282', '600318', '600475', '600489', '600502', '600507', '600622', '600645', '600657', '600685', '600704', '600730', '600784', '600830', '600864', '601106', '601158', '601177', '601198', '601375', '601390', '601600', '601688', '601700', '601727', '601992', '603153', '603918', '920208']"
专项贷款,3,400,"['000012', '000034', '000035', '000050', '000100', '000155', '000301', '000333', '000404', '000422', '000428', '000503', '000521', '000526', '000528', '000531', '000541', '000568', '000581', '000582', '000589', '000597', '000601', '000629', '000631', '000637', '000651', '000652', '000661', '000703', '000709', '000725', '000733', '000758', '000778', '000785', '000796', '000801', '000811', '000821', '000848', '000883', '000886', '000898', '000912', '000923', '000932', '000937', '000950', '000957', '000967', '000975', '000977', '000988', '001203', '001212', '001215', '001228', '001266', '001283', '001286', '001300', '001301', '001322', '001378', '001872', '001914', '001965', '001979', '002001', '002034', '002048', '002050', '002062', '002068', '002083', '002084', '002091', '002100', '002111', '002120', '002126', '002138', '002145', '002163', '002166', '002167', '002171', '002192', '002203', '002206', '002224', '002228', '002240', '002241', '002249', '002250', '002252', '002271', '002283', '002292', '002318', '002330', '002340', '002346', '002353', '002368', '002386', '002392', '002407', '002410', '002415', '002430', '002432', '002434', '002437', '002443', '002446', '002458', '002459', '002465', '002468', '002481', '002493', '002523', '002532', '002534', '002557', '002565', '002570', '002589', '002590', '002600', '002601', '002615', '002637', '002643', '002661', '002669', '002696', '002708', '002709', '002714', '002716', '002725', '002772', '002798', '002803', '002840', '002845', '002858', '002863', '002870', '002881', '002883', '002901', '002909', '002920', '002925', '002940', '002967', '002969', '002986', '002988', '002996', '003000', '003010', '003011', '003012', '003037', '003038', '300083', '300101', '300119', '300121', '300136', '300146', '300185', '300197', '300203', '300219', '300249', '300258', '300274', '300278', '300294', '300298', '300373', '300402', '300433', '300442', '300496', '300498', '300501', '300520', '300568', '300569', '300582', '300594', '300624', '300639', '300644', '300680', '300686', '300705', '300717', '300740', '300743', '300748', '300749', '300751', '300765', '300786', '300829', '300872', '300919', '300966', '300985', '301004', '301035', '301070', '301081', '301086', '301090', '301099', '301127', '301135', '301188', '301197', '301216', '301229', '301231', '301235', '301268', '301321', '301331', '301376', '301382', '301395', '301468', '301469', '301515', '301518', '301519', '301529', '600010', '600020', '600022', '600026', '600028', '600033', '600059', '600075', '600076', '600108', '600111', '600169', '600172', '600176', '600184', '600186', '600202', '600212', '600215', '600216', '600231', '600233', '600237', '600255', '600257', '600273', '600293', '600307', '600325', '600328', '600335', '600350', '600361', '600371', '600388', '600395', '600399', '600415', '600428', '600448', '600456', '600480', '600483', '600495', '600496', '600499', '600502', '600507', '600522', '600528', '600567', '600569', '600570', '600587', '600623', '600639', '600648', '600667', '600668', '600673', '600674', '600691', '600699', '600702', '600713', '600729', '600738', '600750', '600755', '600756', '600761', '600765', '600790', '600810', '600820', '600821', '600839', '600850', '600867', '600868', '600869', '600905', '600916', '600929', '600933', '600987', '601016', '601058', '601117', '601137', '601168', '601226', '601233', '601366', '601390', '601588', '601598', '601609', '601619', '601666', '601668', '601678', '601700', '601717', '601727', '601866', '601872', '601880', '601918', '601919', '601956', '601966', '601969', '601975', '603025', '603031', '603035', '603069', '603077', '603105', '603151', '603161', '603165', '603167', '603180', '603190', '603195', '603197', '603219', '603225', '603237', '603239', '603259', '603272', '603300', '603306', '603311', '603313', '603324', '603341', '603369', '603375', '603477', '603500', '603507', '603619', '603628', '603663', '603668', '603690', '603707', '603712', '603713', '603733', '603759']"
股权集中,3,85,"['000553', '000617', '000708', '000719', '000877', '000895', '000905', '001213', '001248', '002032', '002060', '002379', '002608', '002961', '003013', '003039', '300741', '300765', '300979', '300999', '301102', '301116', '301177', '301200', '301217', '301256', '301286', '301287', '301301', '301371', '301377', '301559', '301656', '301665', '302132', '600007', '600081', '600299', '600370', '600575', '600662', '600724', '600746', '600828', '600829', '600925', '600968', '601003', '601019', '601022', '601033', '601059', '601061', '601068', '601083', '601228', '601231', '601279', '601801', '601857', '601858', '601921', '601958', '603004', '603075', '603103', '603175', '603198', '603256', '603459', '603733', '603868', '603983', '605003', '605005', '605162', '605339', '688082', '688285', '688303', '688425', '688506', '688819', '920271', '920946']"
股权分散,3,169,"['000010', '000100', '000510', '000681', '000826', '000925', '001227', '002044', '002115', '002126', '002131', '002138', '002212', '002216', '002229', '002230', '002251', '002253', '002291', '002296', '002298', '002334', '002354', '002355', '002405', '002413', '002426', '002437', '002446', '002455', '002472', '002506', '002512', '002575', '002584', '002640', '002649', '002655', '002657', '002682', '002706', '002795', '002798', '002807', '002839', '002958', '003017', '300002', '300005', '300018', '300027', '300035', '300036', '300041', '300044', '300047', '300056', '300058', '300109', '300131', '300132', '300142', '300149', '300152', '300163', '300167', '300169', '300170', '300182', '300209', '300213', '300221', '300223', '300228', '300253', '300254', '300263', '300287', '300301', '300303', '300310', '300315', '300324', '300326', '300338', '300346', '300365', '300369', '300377', '300395', '300424', '300451', '300458', '300459', '300467', '300469', '300472', '300475', '300477', '300484', '300498', '300502', '300513', '300536', '300541', '300570', '300587', '300649', '300663', '300724', '300777', '300989', '301027', '301358', '301390', '301505', '301571', '301629', '600155', '600288', '600365', '600410', '600446', '600512', '600537', '600538', '600577', '600797', '600843', '600868', '600881', '600887', '600908', '600919', '601128', '601528', '601825', '601860', '603018', '603037', '603110', '603111', '603183', '603323', '603348', '603363', '603382', '603458', '603803', '603917', '603968', '603986', '688031', '688076', '688116', '688133', '688260', '688262', '688321', '688512', '688518', '688591', '688613', '688653', '688790', '688807', '689009', '920023', '920832']"
分拆上市,3,55,"['000333', '000338', '000560', '000636', '000933', '000990', '001696', '002010', '002048', '002130', '002180', '002230', '002241', '002249', '002294', '002311', '002340', '002396', '002472', '002601', '002643', '002675', '300003', '300124', '300207', '300274', '300316', '600029', '600050', '600104', '600188', '600196', '600216', '600219', '600346', '600362', '600459', '600475', '600487', '600521', '600580', '600582', '601139', '601238', '601669', '601717', '601766', '601872', '601899', '603005', '603077', '603367', '603611', '603659', '603899']"
壳资源,3,48,"['000159', '000573', '000586', '000609', '000633', '000677', '000679', '000816', '000929', '000953', '002021', '002054', '002058', '002072', '002098', '002165', '002188', '002199', '002207', '002209', '002259', '002272', '002289', '002296', '002420', '002452', '002513', '002569', '002576', '002629', '002633', '002667', '002687', '002702', '002708', '002715', '002760', '300071', '600107', '600130', '600234', '600243', '600493', '600539', '600671', '600778', '600857', '600883']"
要约收购,3,12,"['001331', '002408', '002718', '002931', '002969', '003041', '300955', '301073', '301075', '600491', '603580', '605389']"
高应收款,3,200,"['000002', '000027', '000028', '000032', '000034', '000039', '000050', '000063', '000078', '000100', '000157', '000333', '000338', '000411', '000425', '000498', '000528', '000538', '000539', '000544', '000591', '000625', '000651', '000652', '000703', '000725', '000727', '000767', '000768', '000875', '000877', '000906', '000921', '000938', '000950', '000951', '000963', '000977', '000999', '001287', '002008', '002060', '002074', '002080', '002081', '002179', '002183', '002202', '002203', '002230', '002236', '002241', '002302', '002352', '002371', '002384', '002415', '002459', '002475', '002594', '002600', '002701', '002709', '002761', '300001', '300014', '300058', '300070', '300122', '300124', '300207', '300274', '300308', '300750', '300772', '300999', '301358', '301584', '302132', '600008', '600011', '600019', '600021', '600023', '600027', '600028', '600031', '600032', '600038', '600039', '600048', '600050', '600056', '600057', '600058', '600079', '600089', '600104', '600150', '600153', '600169', '600170', '600183', '600188', '600196', '600248', '600309', '600320', '600323', '600332', '600339', '600340', '600362', '600372', '600406', '600482', '600487', '600498', '600502', '600510', '600511', '600522', '600528', '600549', '600582', '600606', '600642', '600690', '600699', '600704', '600710', '600713', '600720', '600741', '600755', '600760', '600765', '600795', '600820', '600839', '600853', '600871', '600875', '600879', '600886', '600893', '600900', '600905', '600930', '600938', '600939', '600941', '600968', '600970', '600998', '601012', '601016', '601068', '601088', '601117', '601138', '601179', '601186', '601231', '601390', '601598', '601600', '601607', '601609', '601611', '601615', '601618', '601633', '601668', '601669', '601717', '601727', '601728', '601766', '601800', '601808', '601857', '601868', '601877', '601886', '601898', '601899', '601919', '601985', '601991', '601992', '603049', '603296', '603368', '603799', '688009', '688187', '688223', '688425', '688599']"
高质押股,3,33,"['000020', '000042', '000048', '000078', '000567', '000668', '000688', '002485', '002633', '300187', '300267', '300997', '301331', '600053', '600180', '600208', '600280', '600370', '600400', '600403', '600545', '600603', '600655', '600673', '600682', '600735', '603132', '603378', '603815', '603919', '605069', '605368', '605388']"
高负债率,3,97,"['000042', '000566', '000595', '000659', '000679', '000692', '000721', '000759', '000829', '000889', '000890', '000972', '000980', '001287', '001896', '002036', '002037', '002047', '002069', '002121', '002146', '002172', '002205', '002269', '002289', '002313', '002329', '002369', '002387', '002506', '002513', '002524', '002529', '002564', '002607', '002682', '002761', '002786', '002855', '002868', '002905', '300056', '300094', '300128', '300169', '300264', '300266', '300269', '300340', '300345', '300422', '300426', '300464', '300478', '300492', '300530', '300621', '300857', '301396', '600115', '600172', '600221', '600280', '600281', '600307', '600319', '600358', '600405', '600533', '600540', '600550', '600569', '600606', '600610', '600744', '600778', '600793', '600831', '600844', '600871', '600881', '600892', '600939', '600996', '601111', '601933', '603028', '603322', '603598', '603895', '688062', '688177', '688260', '688573', '688660', '920719', '920985']"
高商誉,3,16,"['000576', '002212', '002289', '002292', '002322', '002425', '002640', '300459', '600506', '600633', '603031', '603508', '603518', '603718', '688368', '688535']"
