name,category,count,codes
行业龙头,3,127,"['000063', '000333', '000338', '000538', '000592', '000617', '000708', '000723', '000725', '000786', '000792', '000800', '000895', '000967', '001914', '002024', '002027', '002032', '002050', '002078', '002081', '002179', '002195', '002202', '002230', '002252', '002266', '002311', '002352', '002371', '002384', '002415', '002416', '002444', '002493', '002508', '002602', '002658', '002701', '002714', '002739', '002929', '300012', '300124', '300274', '300413', '300442', '300475', '300492', '300750', '300760', '300896', '300972', '300979', '300999', '600008', '600019', '600028', '600029', '600030', '600031', '600048', '600089', '600104', '600143', '600150', '600158', '600176', '600177', '600195', '600276', '600295', '600309', '600335', '600339', '600467', '600499', '600519', '600547', '600580', '600585', '600629', '600637', '600655', '600673', '600754', '600803', '600839', '600879', '600887', '600893', '600900', '600916', '600919', '600967', '600989', '601061', '601088', '601118', '601137', '601138', '601318', '601390', '601398', '601607', '601618', '601668', '601727', '601728', '601766', '601777', '601816', '601857', '601888', '601899', '601919', '601928', '601933', '603259', '603288', '603605', '603650', '603688', '603799', '603816', '603899', '603993']"
大盘股,3,200,"['000001', '000063', '000100', '000166', '000333', '000338', '000408', '000425', '000568', '000651', '000657', '000725', '000776', '000792', '000858', '000938', '000958', '000977', '000988', '001248', '001280', '001309', '001399', '002008', '002028', '002050', '002080', '002142', '002156', '002230', '002281', '002352', '002353', '002371', '002379', '002384', '002415', '002463', '002475', '002493', '002594', '002602', '002714', '002736', '002851', '002916', '002938', '003816', '300014', '300033', '300059', '300124', '300223', '300274', '300308', '300394', '300408', '300433', '300442', '300475', '300476', '300502', '300604', '300750', '300760', '300857', '300999', '301165', '301200', '301217', '301308', '301377', '301526', '301666', '302132', '600000', '600010', '600015', '600016', '600018', '600019', '600025', '600028', '600030', '600031', '600036', '600050', '600089', '600104', '600111', '600118', '600150', '600160', '600176', '600183', '600188', '600276', '600309', '600346', '600406', '600487', '600489', '600519', '600522', '600549', '600584', '600660', '600673', '600690', '600760', '600809', '600886', '600887', '600900', '600905', '600919', '600926', '600930', '600989', '600999', '601009', '601066', '601088', '601100', '601138', '601166', '601169', '601211', '601225', '601229', '601288', '601318', '601319', '601328', '601336', '601398', '601600', '601601', '601628', '601658', '601668', '601688', '601698', '601728', '601766', '601816', '601818', '601857', '601869', '601872', '601888', '601898', '601899', '601919', '601939', '601985', '601988', '601995', '601998', '603019', '603256', '603259', '603268', '603288', '603296', '603501', '603986', '603993', '605117', '688008', '688012', '688041', '688072', '688082', '688111', '688120', '688126', '688146', '688172', '688183', '688200', '688249', '688256', '688347', '688361', '688396', '688498', '688506', '688521', '688525', '688702', '688729', '688766', '688783', '688795', '688802', '688808', '688818', '688820', '688981']"
微盘股,3,400,"['000014', '000548', '000586', '000590', '000605', '000619', '000633', '000637', '000663', '000679', '000692', '000702', '000705', '000757', '000856', '000929', '000952', '000953', '000955', '000985', '000995', '001209', '001211', '001231', '001234', '001255', '001260', '001277', '001278', '001336', '001366', '001373', '001387', '002069', '002076', '002105', '002114', '002133', '002144', '002159', '002188', '002205', '002209', '002247', '002253', '002295', '002316', '002319', '002343', '002381', '002388', '002420', '002486', '002492', '002494', '002495', '002513', '002524', '002529', '002535', '002566', '002574', '002576', '002591', '002622', '002629', '002633', '002652', '002660', '002671', '002679', '002696', '002715', '002732', '002743', '002760', '002775', '002778', '002780', '002799', '002800', '002802', '002809', '002813', '002817', '002820', '002836', '002848', '002855', '002857', '002858', '002862', '002873', '002909', '002910', '002942', '002949', '002968', '002999', '003003', '003008', '003011', '003017', '003023', '003027', '003032', '003042', '300013', '300025', '300030', '300074', '300103', '300106', '300112', '300126', '300141', '300150', '300155', '300169', '300176', '300195', '300220', '300240', '300254', '300268', '300305', '300313', '300340', '300350', '300359', '300371', '300387', '300405', '300412', '300417', '300500', '300513', '300514', '300517', '300519', '300535', '300543', '300549', '300556', '300564', '300597', '300605', '300610', '300612', '300614', '300615', '300616', '300621', '300635', '300637', '300640', '300642', '300645', '300665', '300670', '300675', '300703', '300707', '300713', '300732', '300743', '300778', '300784', '300789', '300796', '300800', '300823', '300837', '300838', '300844', '300851', '300854', '300865', '300876', '300883', '300886', '300892', '300899', '300906', '300923', '300928', '300929', '300935', '300937', '300947', '300949', '300956', '300958', '300960', '300961', '300971', '300977', '300987', '300992', '301001', '301006', '301010', '301011', '301022', '301024', '301036', '301037', '301049', '301052', '301063', '301065', '301098', '301105', '301113', '301126', '301130', '301131', '301135', '301156', '301159', '301163', '301167', '301170', '301192', '301198', '301229', '301231', '301233', '301258', '301272', '301287', '301288', '301298', '301300', '301314', '301320', '301331', '301336', '301353', '301355', '301359', '301372', '301378', '301390', '301429', '301503', '301505', '301512', '301515', '301519', '301539', '301578', '301601', '600051', '600097', '600099', '600128', '600137', '600148', '600149', '600159', '600202', '600232', '600235', '600241', '600257', '600281', '600287', '600303', '600319', '600359', '600371', '600444', '600448', '600455', '600493', '600533', '600540', '600561', '600573', '600615', '600661', '600689', '600692', '600697', '600706', '600768', '600774', '600778', '600802', '600807', '600831', '600833', '600847', '600854', '600883', '600892', '603022', '603023', '603028', '603029', '603041', '603073', '603079', '603096', '603102', '603117', '603151', '603168', '603172', '603176', '603177', '603182', '603183', '603188', '603208', '603214', '603238', '603282', '603321', '603326', '603331', '603332', '603356', '603385', '603506', '603536', '603616', '603709', '603717', '603721', '603755', '603787', '603810', '603818', '603839', '603860', '603879', '603880', '603900', '603908', '603909', '603937', '603968', '603982', '605001', '605003', '605122', '605177', '605180', '605567', '688004', '688013', '688021', '688026', '688038', '688051', '688058', '688060', '688067', '688078', '688089', '688092', '688096', '688113', '688118', '688132', '688193', '688203', '688217', '688244', '688251', '688288', '688296', '688329', '688369', '688393', '688395', '688420', '688426', '688466', '688501', '688517', '688528', '688560', '688565', '688573', '688597', '688613', '688616', '688638', '688651', '688659', '688670', '688671', '688681', '688695', '688701', '688737', '688793']"
微小盘股,3,400,"['000020', '000068', '000153', '000159', '000419', '000421', '000428', '000504', '000514', '000529', '000545', '000554', '000565', '000573', '000576', '000635', '000668', '000695', '000707', '000710', '000715', '000736', '000789', '000790', '000798', '000802', '000803', '000809', '000812', '000889', '000890', '000897', '000910', '000926', '000972', '000978', '001201', '001202', '001205', '001217', '001218', '001219', '001220', '001222', '001225', '001228', '001230', '001239', '001296', '001300', '001318', '001319', '001324', '001325', '001333', '001335', '001358', '001360', '001367', '001368', '001379', '002012', '002021', '002022', '002037', '002058', '002072', '002084', '002094', '002098', '002136', '002172', '002178', '002186', '002200', '002224', '002234', '002248', '002259', '002278', '002282', '002286', '002313', '002329', '002330', '002331', '002337', '002347', '002355', '002357', '002363', '002369', '002374', '002377', '002394', '002397', '002398', '002412', '002425', '002442', '002451', '002476', '002496', '002551', '002561', '002575', '002578', '002596', '002599', '002614', '002623', '002646', '002659', '002661', '002663', '002666', '002672', '002682', '002686', '002687', '002692', '002700', '002702', '002712', '002722', '002723', '002725', '002729', '002742', '002748', '002753', '002762', '002763', '002766', '002767', '002769', '002771', '002790', '002795', '002798', '002806', '002825', '002828', '002830', '002835', '002852', '002863', '002864', '002869', '002875', '002877', '002878', '002879', '002887', '002888', '002890', '002893', '002899', '002905', '002908', '002912', '002933', '002963', '002981', '002982', '002995', '002998', '003001', '003005', '003015', '003016', '003028', '003029', '003038', '300032', '300050', '300051', '300052', '300056', '300078', '300086', '300092', '300094', '300097', '300132', '300135', '300148', '300163', '300165', '300172', '300175', '300187', '300218', '300235', '300238', '300239', '300242', '300247', '300250', '300266', '300269', '300275', '300279', '300281', '300288', '300289', '300306', '300314', '300317', '300329', '300333', '300334', '300335', '300365', '300370', '300374', '300375', '300381', '300410', '300411', '300422', '300423', '300425', '300426', '300427', '300437', '300449', '300452', '300464', '300479', '300484', '300509', '300510', '300512', '300515', '300530', '300534', '300536', '300538', '300542', '300546', '300551', '300554', '300562', '300565', '300575', '300578', '300583', '300585', '300591', '300600', '300625', '300631', '300636', '300644', '300647', '300650', '300651', '300653', '300659', '300663', '300667', '300673', '300694', '300701', '300710', '300717', '300719', '300730', '300746', '300753', '300771', '300787', '300795', '300798', '300804', '300805', '300807', '300808', '300810', '300813', '300824', '300826', '300828', '300829', '300845', '300862', '300864', '300875', '300879', '300884', '300890', '300891', '300897', '300898', '300902', '300904', '300912', '300915', '300916', '300922', '300927', '300930', '300940', '300941', '300942', '300945', '300950', '300965', '300967', '300970', '300982', '300988', '300989', '300993', '300994', '300995', '301009', '301020', '301023', '301025', '301027', '301032', '301040', '301041', '301043', '301056', '301057', '301059', '301062', '301066', '301067', '301079', '301081', '301082', '301083', '301088', '301089', '301097', '301103', '301106', '301107', '301118', '301119', '301125', '301129', '301136', '301152', '301158', '301166', '301173', '301178', '301181', '301185', '301197', '301203', '301212', '301223', '301226', '301227', '301234', '301255', '301266', '301270', '301273', '301278', '301283', '301290', '301296', '301299', '301309', '301311', '301318', '301335', '301337', '301380', '301386', '301388', '301395', '301399', '301418', '301428', '301449', '301469', '301533', '301552', '301560', '301567', '301577', '301581', '301585', '301586', '301587', '301598', '301616', '301633', '301636', '600052', '600130', '600156']"
微盘精选,3,228,"['000421', '000504', '000514', '000565', '000573', '000576', '000856', '000978', '001218', '001219', '001228', '001230', '001231', '001255', '001296', '001319', '001325', '001336', '001367', '002012', '002058', '002098', '002188', '002209', '002248', '002259', '002278', '002286', '002330', '002420', '002576', '002686', '002696', '002729', '002748', '002760', '002767', '002780', '002825', '002828', '002830', '002852', '002879', '002887', '002888', '002912', '002942', '003008', '003015', '003016', '003017', '300032', '300050', '300132', '300148', '300150', '300176', '300187', '300247', '300314', '300371', '300410', '300452', '300484', '300509', '300512', '300515', '300546', '300562', '300631', '300637', '300640', '300644', '300645', '300651', '300717', '300743', '300746', '300771', '300787', '300800', '300804', '300805', '300824', '300826', '300829', '300851', '300886', '300890', '300898', '300922', '300930', '300940', '300945', '300956', '300960', '300965', '300967', '300970', '300971', '300988', '300992', '300994', '300995', '301006', '301009', '301020', '301022', '301032', '301057', '301059', '301063', '301082', '301107', '301119', '301129', '301156', '301158', '301159', '301163', '301167', '301178', '301192', '301223', '301233', '301258', '301283', '301298', '301300', '301314', '301331', '301335', '301353', '301386', '301388', '301469', '301552', '301598', '301616', '600097', '600099', '600128', '600130', '600137', '600148', '600318', '600356', '600444', '600455', '600512', '600630', '600661', '600692', '600768', '600793', '600838', '601798', '603006', '603022', '603029', '603036', '603059', '603076', '603079', '603080', '603089', '603151', '603172', '603231', '603238', '603276', '603280', '603284', '603289', '603326', '603506', '603585', '603586', '603655', '603700', '603721', '603739', '603755', '603787', '603788', '603810', '603817', '603819', '603860', '603895', '603900', '603909', '603917', '605001', '605033', '605068', '605080', '605108', '605259', '605567', '688013', '688015', '688021', '688067', '688070', '688077', '688080', '688113', '688129', '688162', '688171', '688265', '688280', '688285', '688288', '688310', '688314', '688329', '688335', '688357', '688395', '688455', '688501', '688592', '688613', '688618', '688681', '688718']"
高市盈率,3,200,"['000011', '000012', '000029', '000066', '000158', '000629', '000762', '000766', '000955', '001236', '001267', '002104', '002115', '002134', '002135', '002141', '002148', '002161', '002178', '002195', '002213', '002261', '002289', '002316', '002330', '002339', '002342', '002350', '002428', '002436', '002490', '002515', '002527', '002544', '002579', '002654', '002677', '002718', '002725', '002769', '002792', '002851', '002915', '002931', '002955', '002992', '300004', '300026', '300065', '300082', '300101', '300131', '300137', '300180', '300240', '300277', '300294', '300321', '300342', '300411', '300461', '300486', '300494', '300497', '300499', '300516', '300517', '300537', '300553', '300567', '300568', '300626', '300637', '300668', '300678', '300689', '300709', '300712', '300720', '300731', '300796', '300806', '300812', '300814', '300901', '300909', '300936', '300942', '300956', '301002', '301005', '301079', '301081', '301093', '301113', '301118', '301121', '301136', '301168', '301171', '301178', '301205', '301217', '301236', '301263', '301292', '301322', '301369', '301392', '301396', '301418', '301486', '301539', '301629', '301636', '301666', '600105', '600118', '600130', '600212', '600257', '600396', '600409', '600520', '600530', '600556', '600616', '600620', '600629', '600673', '600707', '600869', '600877', '600962', '601606', '603002', '603023', '603110', '603175', '603256', '603375', '603608', '603800', '603937', '603991', '605255', '605318', '688010', '688017', '688027', '688037', '688048', '688090', '688110', '688115', '688135', '688143', '688146', '688147', '688148', '688153', '688157', '688170', '688195', '688206', '688221', '688288', '688306', '688347', '688361', '688362', '688368', '688371', '688409', '688433', '688448', '688498', '688502', '688507', '688523', '688530', '688535', '688589', '688593', '688627', '688699', '688711', '688716', '688728', '688808', '688820', '920006', '920207', '920436', '920438', '920576', '920670', '920808', '920821', '920876']"
低市盈率,3,200,"['000001', '000030', '000151', '000404', '000411', '000498', '000528', '000543', '000544', '000563', '000589', '000598', '000600', '000612', '000623', '000651', '000656', '000685', '000686', '000690', '000708', '000719', '000726', '000776', '000786', '000791', '000807', '000885', '000899', '000902', '000913', '000932', '000933', '000987', '001227', '002011', '002034', '002060', '002061', '002091', '002140', '002142', '002170', '002532', '002572', '002582', '002588', '002608', '002612', '002668', '002705', '002736', '002758', '002772', '002807', '002818', '002839', '002936', '002948', '002958', '002966', '300662', '300724', '300773', '300926', '301061', '600000', '600011', '600015', '600016', '600018', '600023', '600027', '600033', '600036', '600039', '600062', '600064', '600096', '600098', '600210', '600269', '600273', '600282', '600368', '600461', '600483', '600496', '600502', '600511', '600528', '600578', '600612', '600639', '600642', '600690', '600694', '600704', '600710', '600720', '600729', '600741', '600757', '600780', '600820', '600827', '600841', '600853', '600861', '600873', '600874', '600894', '600901', '600908', '600919', '600926', '600928', '600938', '600968', '600970', '600983', '600987', '601009', '601077', '601083', '601098', '601107', '601117', '601128', '601156', '601163', '601166', '601169', '601186', '601187', '601229', '601288', '601298', '601318', '601319', '601328', '601336', '601390', '601398', '601518', '601528', '601577', '601598', '601600', '601601', '601607', '601628', '601658', '601665', '601668', '601669', '601677', '601686', '601688', '601717', '601800', '601811', '601818', '601825', '601827', '601838', '601860', '601877', '601881', '601898', '601900', '601916', '601919', '601939', '601963', '601988', '601997', '601998', '603049', '603071', '603202', '603323', '603357', '603365', '603368', '603408', '603518', '603529', '603558', '603565', '603612', '603613', '603799', '603816', '603833', '603889', '605599', '688330', '688648', '920599']"
高市净率,3,200,"['000007', '000509', '000566', '000571', '000659', '000670', '000721', '000889', '000890', '000972', '000980', '001267', '001270', '001309', '002047', '002052', '002058', '002069', '002121', '002222', '002248', '002281', '002289', '002290', '002313', '002316', '002348', '002384', '002428', '002513', '002524', '002529', '002564', '002629', '002636', '002647', '002786', '002837', '002848', '002868', '002905', '300033', '300051', '300056', '300071', '300085', '300094', '300169', '300179', '300199', '300209', '300220', '300249', '300255', '300264', '300266', '300269', '300300', '300308', '300313', '300340', '300364', '300368', '300394', '300426', '300436', '300464', '300469', '300475', '300478', '300489', '300492', '300502', '300503', '300530', '300548', '300567', '300570', '300588', '300604', '300620', '300720', '300730', '300736', '300757', '300765', '300814', '300857', '300903', '300972', '301005', '301013', '301128', '301165', '301183', '301205', '301217', '301285', '301308', '301319', '301377', '301392', '301396', '301611', '301626', '301666', '301696', '600105', '600172', '600183', '600185', '600198', '600281', '600322', '600353', '600358', '600397', '600405', '600550', '600589', '600593', '600610', '600671', '600769', '600844', '600892', '601869', '603007', '603061', '603226', '603256', '603322', '603389', '603598', '603629', '603663', '603773', '603778', '603800', '603893', '603929', '605318', '605376', '688017', '688037', '688041', '688047', '688048', '688062', '688072', '688102', '688107', '688110', '688120', '688141', '688146', '688147', '688177', '688195', '688200', '688256', '688260', '688266', '688300', '688313', '688316', '688319', '688331', '688359', '688361', '688373', '688449', '688498', '688502', '688506', '688519', '688520', '688521', '688525', '688585', '688627', '688629', '688630', '688635', '688668', '688702', '688757', '688766', '688795', '688796', '688797', '688802', '688808', '688818', '688820', '920045', '920047', '920116', '920438', '920808']"
低市净率,3,200,"['000001', '000002', '000028', '000050', '000055', '000059', '000069', '000090', '000401', '000402', '000419', '000498', '000501', '000507', '000537', '000544', '000553', '000560', '000589', '000591', '000599', '000623', '000690', '000709', '000718', '000726', '000778', '000785', '000789', '000825', '000877', '000882', '000898', '000900', '000906', '000910', '000926', '000932', '000959', '000965', '000990', '001227', '001979', '002010', '002016', '002061', '002091', '002092', '002101', '002110', '002133', '002212', '002233', '002302', '002344', '002375', '002394', '002398', '002462', '002589', '002608', '002614', '002743', '002807', '002839', '002936', '002948', '002958', '002966', '003012', '300070', '600000', '600015', '600016', '600017', '600019', '600020', '600022', '600028', '600033', '600035', '600037', '600048', '600051', '600064', '600067', '600104', '600123', '600153', '600155', '600157', '600170', '600208', '600248', '600266', '600269', '600278', '600279', '600284', '600308', '600328', '600335', '600339', '600373', '600383', '600390', '600496', '600502', '600508', '600510', '600512', '600528', '600551', '600567', '600582', '600585', '600603', '600606', '600638', '600639', '600643', '600648', '600649', '600655', '600657', '600668', '600682', '600694', '600697', '600704', '600716', '600717', '600720', '600739', '600740', '600741', '600742', '600748', '600755', '600782', '600787', '600820', '600827', '600859', '600894', '600908', '600928', '600939', '600959', '600963', '600971', '600997', '601006', '601009', '601077', '601117', '601128', '601155', '601163', '601166', '601169', '601186', '601187', '601222', '601229', '601238', '601328', '601333', '601390', '601398', '601528', '601577', '601618', '601658', '601665', '601668', '601669', '601800', '601818', '601825', '601828', '601860', '601916', '601939', '601963', '601966', '601988', '601992', '601997', '601998', '603035', '603113', '603323', '603385', '603518', '603567', '603797', '688075', '688298', '920819']"
保险重仓,3,200,"['000001', '000012', '000031', '000035', '000061', '000063', '000069', '000338', '000400', '000402', '000423', '000425', '000543', '000559', '000651', '000683', '000685', '000708', '000768', '000783', '000785', '000786', '000802', '000830', '000858', '000885', '000895', '000902', '000932', '000935', '000951', '000962', '000963', '000975', '000977', '000983', '001965', '002003', '002027', '002052', '002060', '002061', '002080', '002085', '002091', '002126', '002128', '002138', '002202', '002203', '002215', '002246', '002290', '002352', '002353', '002372', '002384', '002409', '002426', '002430', '002468', '002484', '002487', '002508', '002517', '002531', '002850', '002867', '002895', '002916', '002938', '002966', '003816', '300037', '300054', '300168', '300316', '300567', '300627', '300661', '300677', '300870', '300979', '301093', '301326', '301369', '301370', '600000', '600009', '600010', '600012', '600015', '600016', '600020', '600023', '600026', '600027', '600031', '600035', '600036', '600039', '600048', '600066', '600085', '600096', '600132', '600141', '600176', '600188', '600256', '600269', '600282', '600312', '600340', '600350', '600376', '600383', '600388', '600438', '600475', '600480', '600483', '600508', '600511', '600577', '600578', '600600', '600620', '600642', '600750', '600751', '600754', '600761', '600795', '600801', '600848', '600863', '600886', '600887', '600893', '600900', '600901', '600905', '600908', '600926', '600941', '600985', '601000', '601006', '601009', '601088', '601126', '601128', '601156', '601166', '601168', '601169', '601199', '601225', '601288', '601319', '601398', '601528', '601598', '601607', '601615', '601628', '601658', '601665', '601666', '601669', '601677', '601799', '601816', '601825', '601916', '601928', '601965', '601975', '601985', '601988', '601997', '601998', '603299', '603308', '603323', '603345', '603596', '603606', '603650', '603799', '603806', '605090', '605196', '605488', '688019', '688235', '688300', '688652', '688778']"
保险新进,3,140,"['000017', '000422', '000423', '000510', '000513', '000532', '000544', '000858', '000860', '000880', '000928', '000949', '000973', '000999', '001221', '001280', '001286', '001328', '002020', '002159', '002173', '002258', '002293', '002345', '002352', '002367', '002379', '002436', '002531', '002637', '002669', '002803', '002810', '002870', '002891', '002916', '002938', '002943', '002946', '002947', '003816', '300126', '300129', '300139', '300227', '300258', '300428', '300438', '300627', '300661', '300683', '300814', '300850', '300918', '300975', '301021', '301160', '301201', '301295', '301360', '301392', '301507', '301535', '301606', '301636', '600010', '600026', '600027', '600031', '600066', '600078', '600152', '600257', '600353', '600389', '600398', '600429', '600486', '600623', '600722', '600784', '600795', '600857', '600887', '600893', '600933', '600963', '600968', '600983', '601003', '601006', '601083', '601088', '601198', '601398', '601677', '601811', '601952', '601966', '601988', '603031', '603045', '603063', '603083', '603089', '603090', '603120', '603228', '603239', '603357', '603567', '603587', '603606', '603630', '603662', '603668', '603708', '603722', '603766', '603799', '603876', '603983', '605088', '605090', '605118', '688182', '688190', '688227', '688235', '688252', '688378', '688408', '688559', '688611', '688652', '688698', '688727', '688776', '688785', '688807']"
QFII重仓,3,200,"['000070', '000089', '000100', '000426', '000533', '000546', '000592', '000636', '000657', '000725', '000807', '000815', '000833', '000923', '000951', '000988', '000999', '001287', '001309', '001317', '001339', '001872', '002015', '002056', '002126', '002142', '002152', '002163', '002176', '002192', '002222', '002229', '002235', '002271', '002272', '002297', '002342', '002346', '002378', '002400', '002402', '002428', '002443', '002444', '002467', '002472', '002474', '002475', '002536', '002558', '002575', '002596', '002600', '002631', '002682', '002701', '002702', '002774', '002792', '002805', '002842', '002850', '002902', '002903', '002980', '300042', '300058', '300063', '300085', '300086', '300136', '300157', '300164', '300166', '300227', '300244', '300246', '300285', '300300', '300308', '300342', '300364', '300365', '300378', '300385', '300394', '300408', '300438', '300487', '300499', '300518', '300568', '300578', '300591', '300594', '300606', '300620', '300654', '300658', '300720', '300749', '300772', '300780', '300811', '300831', '300856', '300866', '300868', '300870', '300893', '300975', '300983', '301005', '301043', '301117', '301158', '301171', '301231', '301291', '301362', '301378', '301526', '301617', '301638', '600029', '600031', '600066', '600099', '600105', '600152', '600183', '600196', '600227', '600298', '600309', '600410', '600486', '600503', '600522', '600537', '600573', '600600', '600602', '600666', '600667', '600693', '600711', '600783', '600785', '600865', '600867', '600872', '600928', '600993', '601009', '601058', '601100', '601106', '601133', '601169', '601179', '601222', '601229', '601231', '601789', '601799', '601899', '601995', '603067', '603092', '603119', '603175', '603256', '603268', '603501', '603538', '603596', '603598', '603601', '603618', '603687', '603738', '603778', '603868', '603881', '603886', '603906', '603920', '605016', '605300', '688158', '688188', '688372', '688425', '688498', '688559', '688599', '688785', '688795', '688802']"
QFII新进,3,400,"['000100', '000151', '000417', '000420', '000426', '000509', '000517', '000518', '000520', '000567', '000572', '000599', '000657', '000681', '000720', '000722', '000725', '000751', '000758', '000762', '000779', '000807', '000815', '000822', '000862', '000899', '000919', '000928', '000951', '000988', '000989', '001206', '001257', '001258', '001287', '001339', '001376', '001872', '002015', '002038', '002041', '002051', '002055', '002056', '002068', '002077', '002093', '002104', '002107', '002119', '002126', '002131', '002140', '002174', '002176', '002182', '002192', '002194', '002197', '002210', '002222', '002229', '002263', '002285', '002349', '002378', '002380', '002391', '002400', '002402', '002416', '002457', '002467', '002470', '002472', '002475', '002489', '002490', '002498', '002537', '002546', '002554', '002562', '002573', '002580', '002600', '002615', '002628', '002635', '002640', '002654', '002657', '002674', '002690', '002693', '002695', '002757', '002843', '002849', '002861', '002907', '002915', '002919', '002923', '002940', '002962', '002973', '002996', '003036', '300006', '300007', '300016', '300022', '300040', '300058', '300063', '300085', '300095', '300110', '300111', '300159', '300164', '300184', '300185', '300196', '300200', '300215', '300219', '300226', '300227', '300231', '300232', '300243', '300246', '300249', '300260', '300277', '300292', '300293', '300302', '300303', '300304', '300308', '300345', '300352', '300378', '300380', '300388', '300389', '300394', '300399', '300400', '300404', '300434', '300438', '300459', '300465', '300471', '300473', '300485', '300487', '300489', '300490', '300508', '300531', '300539', '300552', '300568', '300571', '300603', '300620', '300624', '300639', '300655', '300692', '300697', '300720', '300721', '300738', '300774', '300781', '300785', '300788', '300792', '300806', '300819', '300831', '300871', '300895', '300913', '300917', '300921', '300932', '300933', '300936', '300951', '300959', '300975', '301013', '301017', '301053', '301060', '301090', '301092', '301099', '301102', '301115', '301157', '301171', '301172', '301177', '301180', '301188', '301189', '301193', '301207', '301210', '301215', '301222', '301265', '301281', '301291', '301302', '301317', '301348', '301356', '301357', '301362', '301468', '301498', '301507', '301517', '301526', '301538', '301551', '301588', '301592', '301658', '301678', '301680', '600029', '600031', '600058', '600066', '600072', '600108', '600110', '600126', '600127', '600163', '600196', '600227', '600309', '600310', '600370', '600396', '600410', '600449', '600481', '600509', '600522', '600527', '600531', '600539', '600552', '600575', '600589', '600590', '600600', '600602', '600617', '600626', '600641', '600664', '600666', '600667', '600684', '600698', '600722', '600726', '600727', '600730', '600744', '600746', '600776', '600798', '600800', '600834', '600857', '600876', '600956', '600980', '601022', '601058', '601068', '601083', '601096', '601106', '601133', '601163', '601188', '601226', '601231', '601368', '601599', '601606', '601789', '601799', '601899', '601908', '603051', '603058', '603067', '603075', '603078', '603090', '603115', '603116', '603118', '603119', '603120', '603162', '603175', '603211', '603216', '603220', '603256', '603261', '603286', '603309', '603316', '603336', '603387', '603466', '603507', '603533', '603538', '603551', '603580', '603596', '603610', '603618', '603669', '603679', '603682', '603690', '603725', '603726', '603730', '603738', '603803', '603815', '603848', '603903', '603906', '603912', '603920', '603933', '603936', '603958', '603976', '603978', '603980', '603987', '605011', '605016', '605138', '605168', '605186', '605189', '605268', '605287', '605378', '605577', '605580', '688045', '688061', '688063', '688163', '688179', '688188', '688216', '688218', '688228', '688295', '688372', '688379', '688419', '688498', '688530', '688562', '688599', '688603', '688607', '688623', '688655', '688712', '688781', '688783', '688785']"
信托重仓,3,29,"['000504', '000656', '000686', '000711', '000728', '000796', '000981', '002427', '002673', '002716', '002736', '002868', '002926', '002936', '003023', '300798', '600106', '600322', '600379', '600515', '600694', '600816', '600882', '600908', '600919', '601009', '601456', '601555', '601916']"
北上重仓,3,200,"['000001', '000063', '000100', '000157', '000166', '000333', '000338', '000400', '000423', '000425', '000538', '000568', '000625', '000651', '000725', '000786', '000807', '000858', '000963', '000999', '001979', '002001', '002027', '002028', '002032', '002050', '002138', '002142', '002230', '002241', '002270', '002271', '002304', '002311', '002352', '002353', '002371', '002384', '002415', '002422', '002460', '002463', '002466', '002472', '002475', '002508', '002594', '002648', '002714', '002938', '003816', '300012', '300014', '300015', '300059', '300124', '300274', '300308', '300316', '300408', '300433', '300487', '300498', '300502', '300750', '300760', '300866', '600000', '600009', '600015', '600016', '600019', '600023', '600025', '600028', '600029', '600030', '600031', '600036', '600048', '600050', '600066', '600089', '600096', '600104', '600111', '600132', '600150', '600160', '600176', '600183', '600219', '600233', '600276', '600309', '600312', '600346', '600362', '600406', '600426', '600436', '600438', '600489', '600519', '600522', '600547', '600570', '600584', '600585', '600660', '600674', '600690', '600741', '600795', '600803', '600809', '600845', '600885', '600886', '600887', '600893', '600900', '600905', '600919', '600926', '600941', '600958', '600988', '600989', '600999', '601006', '601009', '601012', '601077', '601088', '601100', '601127', '601138', '601166', '601168', '601169', '601211', '601225', '601229', '601231', '601288', '601318', '601319', '601328', '601390', '601398', '601567', '601600', '601601', '601628', '601633', '601658', '601668', '601669', '601688', '601689', '601728', '601766', '601799', '601816', '601818', '601838', '601857', '601868', '601872', '601888', '601899', '601901', '601919', '601939', '601985', '601988', '601998', '603259', '603288', '603338', '603345', '603369', '603501', '603596', '603605', '603606', '603939', '603986', '603993', '605499', '688008', '688012', '688036', '688041', '688111', '688169', '688188', '688256', '688981']"
