date,open,high,low,close,volume,eob,pct_chg,ssf_s,ssf_m,ssf_m_20,ssf_l,grid_coupling
2025-07-30,8.9,8.9,8.72,8.79,33359589,2025-07-30 00:00:00+08:00,-1.35,8.99109479711975,8.605328552789967,10.326394263347959,8.432436744836439,9.292958268608366
2025-07-31,8.78,8.86,8.66,8.67,33961302,2025-07-31 00:00:00+08:00,-1.37,9.010308238102013,8.619549601248085,10.343459521497701,8.427379035857582,9.292958268608366
2025-08-01,8.67,8.7,8.55,8.6,25129687,2025-08-01 00:00:00+08:00,-0.81,9.018981307755272,8.633418763615314,10.360102516338376,8.422547373331877,9.292958268608366
2025-08-04,8.55,8.67,8.52,8.67,18945608,2025-08-04 00:00:00+08:00,0.81,9.017533761888052,8.646904770085744,10.376285724102893,8.417940421932093,9.292958268608366
2025-08-05,8.67,8.77,8.66,8.76,25660280,2025-08-05 00:00:00+08:00,1.04,9.007608122676016,8.659991850974059,10.39199022116887,8.413558101312727,9.292958268608366
2025-08-06,8.76,8.84,8.71,8.82,30372653,2025-08-06 00:00:00+08:00,0.68,8.991379690087037,8.672674244244515,10.407209093093417,8.409401056771808,9.292958268608366
2025-08-07,8.83,8.85,8.72,8.79,28302268,2025-08-07 00:00:00+08:00,-0.34,8.970603345293519,8.684943025009854,10.421931630011825,8.405469226092212,9.292958268608366
2025-08-08,8.76,8.79,8.72,8.73,19420660,2025-08-08 00:00:00+08:00,-0.68,8.946448997522346,8.696782435433947,10.436138922520737,8.401761406379887,9.292958268608366
2025-08-11,8.74,8.83,8.72,8.78,23848108,2025-08-11 00:00:00+08:00,0.57,8.92046736842891,8.708185688246528,10.449822825895835,8.398277010919855,9.292958268608366
2025-08-12,8.79,8.79,8.68,8.72,23918477,2025-08-12 00:00:00+08:00,-0.68,8.893548708077992,8.7191391844088,10.46296702129056,8.39501433329686,9.167355651960172
2025-08-13,8.72,8.75,8.69,8.73,23902304,2025-08-13 00:00:00+08:00,0.11,8.866617116035343,8.729632857217819,10.475559428661382,8.391971684627048,9.167355651960172
2025-08-14,8.76,8.76,8.58,8.58,32954644,2025-08-14 00:00:00+08:00,-1.72,8.839364336567844,8.73963813948528,10.487565767382335,8.389144914368188,9.167355651960172
2025-08-15,8.58,8.74,8.54,8.71,25611416,2025-08-15 00:00:00+08:00,1.52,8.812781042412047,8.749148159130648,10.498977790956777,8.386531867472572,9.167355651960172
2025-08-18,8.74,8.79,8.7,8.77,44129932,2025-08-18 00:00:00+08:00,0.69,8.788118702968593,8.758166149213196,10.509799379055835,8.384131202207545,9.167355651960172
2025-08-19,8.84,9.02,8.79,8.93,69460937,2025-08-19 00:00:00+08:00,1.82,8.76744641908878,8.76671811615004,10.520061739380047,8.381943896758855,9.167355651960172
2025-08-20,8.88,8.94,8.81,8.93,42636194,2025-08-20 00:00:00+08:00,0.0,8.752009167284738,8.774828709447924,10.529794451337509,8.379970654008769,9.167355651960172
2025-08-21,9.05,9.21,8.91,8.95,82032013,2025-08-21 00:00:00+08:00,0.22,8.742535574305935,8.782524014622329,10.539028817546795,8.378212220481789,9.167355651960172
2025-08-22,8.95,9.0,8.83,8.99,52562472,2025-08-22 00:00:00+08:00,0.45,8.73946988736083,8.789834057506287,10.547800869007544,8.376669689589683,9.167355651960172
2025-08-25,9.06,9.06,8.92,8.99,49384237,2025-08-25 00:00:00+08:00,0.0,8.742693436097733,8.796786861753802,10.556144234104561,8.37534386069701,9.167355651960172
2025-08-26,8.97,9.12,8.89,9.04,46265390,2025-08-26 00:00:00+08:00,0.56,8.752050995609068,8.803415363865831,10.564098436638997,8.374236023262668,9.167355651960172
2025-08-27,9.03,9.04,8.75,8.76,47541122,2025-08-27 00:00:00+08:00,-3.1,8.764869251716249,8.809711845547444,10.571654214656933,8.373342819065165,9.167355651960172
2025-08-28,8.76,8.84,8.47,8.78,46628731,2025-08-28 00:00:00+08:00,0.23,8.779209009313234,8.815672928056935,10.578807513668322,8.372661115194255,9.167355651960172
2025-08-29,8.78,8.85,8.71,8.72,26029641,2025-08-29 00:00:00+08:00,-0.68,8.793137802383125,8.821288305812335,10.5855459669748,8.372186755070924,9.167355651960172
2025-09-01,8.72,8.78,8.67,8.78,27099292,2025-09-01 00:00:00+08:00,0.69,8.805755581895802,8.82655788208664,10.591869458503966,8.371916468253431,9.167355651960172
2025-09-02,8.74,8.81,8.55,8.63,28073171,2025-09-02 00:00:00+08:00,-1.71,8.815347375662245,8.831462194401674,10.597754633282008,8.371844576789169,9.167355651960172
2025-09-03,8.61,8.65,8.32,8.35,30313151,2025-09-03 00:00:00+08:00,-3.24,8.818832159884227,8.835946780431023,10.603136136517227,8.371961104562496,9.167355651960172
2025-09-04,8.34,8.45,8.22,8.33,24823443,2025-09-04 00:00:00+08:00,-0.24,8.814421665614866,8.839961413171089,10.607953695805307,8.372256022412014,9.167355651960172
2025-09-05,8.33,8.43,8.26,8.43,20073511,2025-09-05 00:00:00+08:00,1.2,8.802251973498464,8.8434763488405,10.6121716186086,8.372721117991603,9.167355651960172
2025-09-08,8.4,8.57,8.39,8.49,19668515,2025-09-08 00:00:00+08:00,0.71,8.78347553142801,8.846475062230528,10.615770074676634,8.373349294876274,9.167355651960172
2025-09-09,8.48,8.49,8.35,8.37,19057085,2025-09-09 00:00:00+08:00,-1.41,8.758543369908889,8.848928567208297,10.618714280649955,8.374131737403927,8.792838324274124
2025-09-10,8.37,8.38,8.29,8.32,16571842,2025-09-10 00:00:00+08:00,-0.6,8.727982049595175,8.850806414516335,10.620967697419601,8.375059087046122,8.792838324274124
2025-09-11,8.33,8.44,8.23,8.44,22109572,2025-09-11 00:00:00+08:00,1.44,8.693640793831932,8.852100230282286,10.622520276338742,8.376124110038852,8.792838324274124
2025-09-12,8.44,8.46,8.37,8.4,18101381,2025-09-12 00:00:00+08:00,-0.47,8.656949680396396,8.852799847814724,10.623359817377668,8.37731912295315,8.792838324274124
2025-09-15,8.38,8.46,8.31,8.34,18119076,2025-09-15 00:00:00+08:00,-0.71,8.618834770253798,8.852890894519904,10.623469073423884,8.378635712509347,8.792838324274124
2025-09-16,8.36,8.39,8.26,8.39,18312822,2025-09-16 00:00:00+08:00,0.6,8.580658132226253,8.852370351523575,10.62284442182829,8.380066482706436,8.792838324274124
2025-09-17,8.41,8.52,8.36,8.51,32293597,2025-09-17 00:00:00+08:00,1.43,8.544498473124992,8.851255059406547,10.621506071287856,8.38160609592293,8.792838324274124
2025-09-18,8.46,8.47,8.25,8.3,32502802,2025-09-18 00:00:00+08:00,-2.47,8.51029131652936,8.849534784041255,10.619441740849506,8.383246068063102,8.792838324274124
2025-09-19,8.31,8.34,8.2,8.25,18911041,2025-09-19 00:00:00+08:00,-0.6,8.477744418730706,8.847196839397299,10.616636207276757,8.384977408631755,8.792838324274124
2025-09-22,8.25,8.28,8.11,8.18,16440126,2025-09-22 00:00:00+08:00,-0.85,8.446274103827974,8.844223756124233,10.613068507349078,8.3867903455279,8.792838324274124
2025-09-23,8.18,8.22,7.98,8.14,21507355,2025-09-23 00:00:00+08:00,-0.49,8.415360013586088,8.84059802012163,10.608717624145957,8.38867483849798,8.792838324274124
2025-09-24,8.1,8.2,8.06,8.18,14532506,2025-09-24 00:00:00+08:00,0.49,8.38515060001927,8.836313153842688,10.603575784611225,8.390621841961694,8.792838324274124
2025-09-25,8.18,8.28,8.15,8.22,19094863,2025-09-25 00:00:00+08:00,0.49,8.356218948825445,8.831372742067217,10.59764729048066,8.392623266356615,8.792838324274124
2025-09-26,8.25,8.47,8.21,8.28,31728455,2025-09-26 00:00:00+08:00,0.73,8.329518172740748,8.825792226858558,10.590950672230269,8.394672249956603,8.792838324274124
2025-09-29,8.25,8.25,8.03,8.17,22909230,2025-09-29 00:00:00+08:00,-1.33,8.304903546150792,8.819574578335068,10.583489494002082,8.396760474540201,8.792838324274124
2025-09-30,8.14,8.33,8.13,8.23,19459761,2025-09-30 00:00:00+08:00,0.73,8.282769133550671,8.812734764427718,10.575281717313262,8.398880878172527,8.792838324274124
2025-10-09,8.32,8.6,8.32,8.6,58291589,2025-10-09 00:00:00+08:00,4.5,8.266128078791336,8.805340795587862,10.566408954705434,8.40103240093725,8.792838324274124
2025-10-10,8.64,8.9,8.58,8.8,82584677,2025-10-10 00:00:00+08:00,2.33,8.258204753528375,8.797485019068656,10.556982022882387,8.40321705971138,8.792838324274124
